国家	美国	美国	美国	美国	美国
指标名称	期货收盘价(连续):CME三级牛奶	期货收盘价(活跃合约):CME三级牛奶	期货收盘价(连续):CME饲牛	期货收盘价(活跃合约):CME饲牛	期货结算价(连续):CME活牛
频率	日	日	日	日	日
单位	美元/英担	美元/英担	美元/磅	美元/磅	美分/磅
指标ID	S0146997	S0180898	S0146998	S0180902	S0069690
起始时间	2010/12/6	2010/12/7	2010/12/6	2010/12/16	2010/11/19
结束时间	2019/5/10	2019/5/10	2019/5/10	2019/5/10	2019/5/10
来源	CME	CME	CME	CME	CME
更新时间	2019/5/11	2019/5/11	2019/5/11	2019/5/11	2019/5/11
2018/1/25	13.92	13.47	147.85	144	122.47
2018/1/26	13.91	13.45	146.7	146.7	124.6
2018/1/29	13.91	13.5	146.95	146.95	125.7
2018/1/30	13.88	13.41	147.45	147.45	124.83
2018/1/31	13.45	13.55	144.8	144.8	123.85
2018/2/1	13.58	13.7	149.55	149.55	126.42
2018/2/2	13.61	13.6	151.1	151.1	126.85
2018/2/5	13.7	13.7	149.6	149.6	126.12
2018/2/6	13.69	13.7	148.72	148.72	125.62
2018/2/7	13.52	13.53	148.4	148.4	125.6
2018/2/8	13.48	13.56	147.38	147.38	125.78
2018/2/9	13.47	13.6	146.75	146.75	126.53
2018/2/12	13.47	13.55	147.62	147.62	127.12
2018/2/13	13.47	13.75	147.62	147.62	126.83
2018/2/14	13.47	14.04	148.35	148.35	127.65
2018/2/15	13.48	13.99	149.9	149.9	129.28
2018/2/16	13.48	14.1	149.85	149.85	130.1
2018/2/20	13.48	14.21	149.97	149.97	130.3
2018/2/21	13.47	14.1	146.7	146.7	129.65
2018/2/22	13.43	13.93	145.97	145.97	128.35
2018/2/23	13.42	13.87	146.2	146.2	128
2018/2/26	13.44	13.96	145.75	145.75	127.4
2018/2/27	13.44	14.08	146.38	148.93	128.03
2018/2/28	14.02	14.02	144.65	146.9	127.5
2018/3/1	14.08	14.08	145.12	146.75	123.33
2018/3/2	14.08	14.08	143.57	145.18	122.17
2018/3/5	14.15	14.15	144.9	146.65	123.22
2018/3/6	14.17	14.17	144.4	146.07	122.83
2018/3/7	14.16	14.16	143.78	145.4	122.97
2018/3/8	14.19	14.19	142.1	143.18	121.78
2018/3/9	14.2	14.2	142.62	143.22	123.12
2018/3/12	14.18	14.18	142.07	142.47	121.55
2018/3/13	14.22	14.22	141.8	142.38	121.9
2018/3/14	14.24	14.24	142.1	142.7	123
2018/3/15	14.29	14.29	140.55	140.78	121.85
2018/3/16	14.29	14.29	139.95	140.8	121.25
2018/3/19	14.29	14.29	138.5	139.05	120.22
2018/3/20	14.29	14.29	137.85	138.22	119.58
2018/3/21	14.22	14.22	136.95	137.32	117.7
2018/3/22	14.19	14.19	137.82	138.57	118.15
2018/3/23	14.21	14.21	135.9	137.3	116.05
2018/3/26	14.21	14.21	135.1	135.47	115.17
2018/3/27	14.23	14.23	135.32	137.93	115.42
2018/3/28	14.24	14.24	135.95	138.47	116
2018/3/29	14.23	14.23	135.57	134	113.75
2018/4/2	14.23	14.23	131.6	132.18	112.4
2018/4/3	14.22	14.22	130.65	130.9	111.97
2018/4/4	14.45	14.63	134.62	135.07	113.03
2018/4/5	14.4	14.59	137.28	137.88	114.3
2018/4/6	14.4	14.4	134.82	135.18	112.22
2018/4/9	14.47	14.87	134.25	135.4	112.03
2018/4/10	14.42	14.83	134.97	135.45	112.8
2018/4/11	14.4	14.65	135.8	135.95	113.5
2018/4/12	14.4	14.65	138.62	139.65	115.75
2018/4/13	14.42	14.72	139.6	140.65	116.55
2018/4/16	14.44	14.85	139.22	144.65	117.15
2018/4/17	14.47	14.93	138.53	144.97	118.05
2018/4/18	14.51	14.94	138.8	146.2	118.97
2018/4/19	14.51	14.98	137.03	143.65	117.8
2018/4/20	14.51	14.9	138.62	144.78	119.35
2018/4/23	14.52	15.09	139.05	146.95	121.72
2018/4/24	14.52	15.09	139.1	146.28	121.1
2018/4/25	14.51	14.98	139.88	147.68	121.92
2018/4/26	14.51	14.97	140.18	145.75	122.53
2018/4/27	14.51	15.06	142.38	148.35	124.45
2018/4/30	14.5	15.13	139.85	146.03	123.75
2018/5/1	14.51	15.23	137.62	143.43	105.83
2018/5/2	15.25	15.25	138.7	144.28	104.85
2018/5/3	15.11	15.11	140.55	146.22	106.53
2018/5/4	15.11	15.11	140.4	146.3	106.05
2018/5/7	15.29	15.29	137.7	143.62	105.17
2018/5/8	15.29	15.29	137.82	143.78	106.3
2018/5/9	15.27	15.27	137.05	142.57	105.67
2018/5/10	15.25	15.25	138.75	144	107.53
2018/5/11	15.23	15.23	138.5	144.07	107.62
2018/5/14	15.24	15.24	135.5	140.5	104.62
2018/5/15	15.27	15.27	133.6	138.53	102.97
2018/5/16	15.23	15.23	132.7	136.5	101.83
2018/5/17	15.23	15.23	132.97	138.57	103.05
2018/5/18	15.23	15.23	132.32	137.75	102.4
2018/5/21	15.23	15.23	133.8	140.9	104.92
2018/5/22	15.24	15.24	134	140.9	104.9
2018/5/23	15.2	15.2	134.9	143.5	105.45
2018/5/24	15.19	15.76	136.45	143.5	104.4
2018/5/25	15.18	15.69	145.53	145.53	104.65
2018/5/29	15.18	15.74	145.03	145.03	103.12
2018/5/30	15.18	15.66	148.32	148.32	106.12
2018/5/31	15.57	15.57	147.4	147.4	105.05
2018/6/1	15.49	15.49	145.8	145.8	104.9
2018/6/4	15.36	15.36	145.22	145.22	104.72
2018/6/5	15.29	15.29	146.35	146.35	107.2
2018/6/6	15.34	15.34	147.03	147.03	108.3
2018/6/7	15.44	15.44	146.32	146.32	108.38
2018/6/8	15.44	15.44	147.57	147.57	110.03
2018/6/11	15.44	15.44	145.95	145.95	108.65
2018/6/12	15.4	15.84	146.18	146.18	108.53
2018/6/13	15.4	15.81	145.62	145.62	107.92
2018/6/14	15.37	15.6	143.6	143.6	106.25
2018/6/15	15.36	15.41	147.95	147.95	108.45
2018/6/18	15.36	15.2	149.05	149.05	108.3
2018/6/19	15.32	15.14	149.75	149.75	108.53
2018/6/20	15.27	14.96	149.68	149.68	109.03
2018/6/21	15.26	14.89	148.72	148.72	108.65
2018/6/22	15.25	14.7	149.2	149.2	108.28
2018/6/25	15.21	14.18	145.93	145.93	105.97
2018/6/26	15.22	14.1	145.9	145.9	105.92
2018/6/27	15.26	14.35	145.62	145.62	107.03
2018/6/28	15.25	14.28	146.8	146.8	108.2
2018/6/29	15.27	14.61	151.32	151.32	107
2018/7/2	15.27	14.7	152.2	152.2	106.9
2018/7/3	15.25	14.5	152.65	152.65	106.45
2018/7/4	0	0	0	0	106.45
2018/7/5	14.28	14.28	152.95	152.95	106.38
2018/7/6	14.22	14.22	152.2	152.2	106.38
2018/7/9	14.16	14.16	151.32	151.32	106.12
2018/7/10	14.18	14.58	151.62	151.62	105.45
2018/7/11	14.28	14.72	149.45	149.45	103.85
2018/7/12	14.3	14.92	150.75	150.75	105.03
2018/7/13	14.29	14.78	150.78	150.78	104.55
2018/7/16	14.26	15.15	152.82	152.82	106.92
2018/7/17	14.24	15.05	151.78	151.78	106.42
2018/7/18	14.21	15.14	154.55	154.55	108.95
2018/7/19	14.2	14.87	154.5	154.5	108.9
2018/7/20	14.19	14.64	153.47	153.47	108.92
2018/7/23	14.19	14.65	153.32	153.32	108.72
2018/7/24	14.2	14.93	152.97	152.97	108.05
2018/7/25	14.15	14.93	152.97	152.97	109.03
2018/7/26	14.14	14.82	151.5	151.5	107.95
2018/7/27	14.13	15	152.5	152.5	108.62
2018/7/30	14.12	14.89	151.53	151.45	108.42
2018/7/31	14.12	14.76	149.1	149.3	107.67
2018/8/1	14.82	14.82	152.18	152.28	108.62
2018/8/2	14.83	14.83	150.9	151.15	108.6
2018/8/3	14.88	14.88	152.8	153.07	110.67
2018/8/6	14.84	14.84	152.1	152.07	110.4
2018/8/7	14.82	14.82	149.8	148.72	110.08
2018/8/8	14.91	14.91	150.85	150.15	109.83
2018/8/9	14.98	14.98	149.32	149.18	108.25
2018/8/10	15.05	15.05	149.95	149.68	108.25
2018/8/13	15.04	15.04	148.62	149	107.2
2018/8/14	15.02	15.02	148.65	149	107.97
2018/8/15	14.99	14.99	149.47	149.57	108.33
2018/8/16	14.99	14.99	150.3	150.2	108.33
2018/8/17	15.01	15.01	150.78	152.03	109.42
2018/8/20	15.02	15.02	149.78	151.12	109.08
2018/8/21	15.01	15.01	149.1	150.88	109.28
2018/8/22	15	15	148.9	148.7	108.22
2018/8/23	15.02	15.02	148.95	149	107.95
2018/8/24	15.03	15.03	149.2	146.9	106.25
2018/8/27	15.04	15.04	150.1	150.4	108.2
2018/8/28	15.02	15.02	149.4	149.4	107.8
2018/8/29	16.44	16.44	149.3	149.2	109.17
2018/8/30	16.39	16.39	149.47	150.65	109.8
2018/8/31	16.51	16.51	149.38	148.85	106.8
2018/9/4	16.55	16.75	151.65	151.62	109.88
2018/9/5	16.49	16.77	151.95	151.65	109.05
2018/9/6	16.2	16.4	151.47	151.15	108.9
2018/9/7	16.23	16.52	152.9	152.9	109.95
2018/9/10	16.25	16.57	152.82	152.62	110.15
2018/9/11	16.12	16.3	152.28	152.55	109.3
2018/9/12	16.12	16.3	154.68	155	111.47
2018/9/13	16.13	16.12	154.95	155.45	110.8
2018/9/14	16.11	16.24	157.5	158.97	113.8
2018/9/17	16.12	16.1	157.1	158.75	113.42
2018/9/18	16.13	16.06	155.95	158.03	113.22
2018/9/19	16.14	16.09	155.62	158.12	113.1
2018/9/20	16.14	16.04	156	157.6	112.45
2018/9/21	16.14	16.04	156.93	157.6	113.08
2018/9/24	16.12	16	156.43	156	112.17
2018/9/25	16.14	15.9	156.7	156.6	112.35
2018/9/26	16.1	15.93	157	158.18	113.88
2018/9/27	16.11	15.94	157.28	157.7	113.22
2018/9/28	16.11	15.79	158.2	158.05	113.45
2018/10/1	16.11	15.92	158.88	159.07	113.67
2018/10/2	16.11	15.95	158.8	159.25	113.97
2018/10/3	15.79	15.79	157.8	158.75	113.2
2018/10/4	15.85	15.85	156.95	157.55	113.62
2018/10/5	15.81	15.81	157.85	158.4	113.8
2018/10/8	15.81	16.01	157.75	158.53	114.17
2018/10/9	15.8	15.97	157	157.6	113.35
2018/10/10	15.76	15.85	155.9	156.12	112.08
2018/10/11	15.64	15.76	156.85	156.8	112.62
2018/10/12	15.63	15.77	154.65	149.65	112.33
2018/10/15	15.6	15.77	155.07	150.6	113.38
2018/10/16	15.62	15.75	153.95	149.9	112.65
2018/10/17	15.56	15.63	154.3	148.97	112.92
2018/10/18	15.56	15.54	155.43	149.43	113.08
2018/10/19	15.55	15.53	154.88	148.93	112.25
2018/10/22	15.53	15.42	155.65	151.68	112.8
2018/10/23	15.5	15.09	155.03	150.6	112.78
2018/10/24	15.53	14.87	154.6	151.57	113.28
2018/10/25	15.53	15.14	154	148.93	113.35
2018/10/26	15.53	15.06	155.05	149.78	113.88
2018/10/29	15.53	14.85	153.8	149.93	114.3
2018/10/30	15.54	14.83	152.25	148.2	113.9
2018/10/31	14.79	14.79	153.45	150.15	115.85
2018/11/1	14.9	14.9	153.15	150.7	117.12
2018/11/2	14.78	14.78	152.28	149.82	117.08
2018/11/5	14.7	14.7	149.65	146.9	115.33
2018/11/6	14.54	14.54	149.88	147.4	115.42
2018/11/7	14.49	14.72	149.8	145.6	116.1
2018/11/8	14.43	14.49	150.1	146.07	116.55
2018/11/9	14.48	14.49	149	143.9	114.58
2018/11/12	14.5	14.68	148.3	143.8	114.92
2018/11/13	14.54	14.83	149.05	146.97	115.38
2018/11/14	14.57	14.89	149.05	146.8	114.6
2018/11/15	14.56	14.86	148.62	147.78	115.15
2018/11/16	14.56	14.82	146.45	146.45	115.35
2018/11/19	14.55	14.67	146.97	146.97	116.15
2018/11/20	14.49	14.45	146.88	146.88	115.7
2018/11/21	14.47	14.22	148.2	148.2	116.4
2018/11/22	0	0	0	0	116.4
2018/11/23	0	0	149.32	149.32	117.1
2018/11/26	14.48	0	149.05	149.05	116.92
2018/11/27	14.49	14.03	148.5	148.5	116.7
2018/11/28	14.46	14.09	147.78	147.78	116.78
2018/11/29	14.47	14.17	146.43	146.43	116.6
2018/11/30	14.46	13.99	145.22	145.22	116.92
2018/12/3	14.46	14.01	144.53	144.53	116.88
2018/12/4	14.47	13.87	144.25	144.25	117.78
2018/12/5	0	13.86	145.53	145.53	118.3
2018/12/6	13.79	14	144.25	144.25	117.95
2018/12/7	13.76	14.01	144.47	144.47	117.9
2018/12/10	13.64	13.8	144.93	144.93	117.58
2018/12/11	13.72	14.05	147.53	147.53	118.38
2018/12/12	13.73	14.11	147.62	147.62	119.12
2018/12/13	13.75	14.18	148	148	119.45
2018/12/14	13.78	14.2	147.45	147.45	119.58
2018/12/17	13.8	14.17	145.38	145.38	119.03
2018/12/18	13.84	14.29	146.22	144.2	119.78
2018/12/19	13.82	14.21	145.95	144	119.72
2018/12/20	13.83	14.28	147.32	145.35	120.22
2018/12/21	13.83	14.28	147.35	145.5	120.88
2018/12/24	13.83	14.19	147.47	145.65	120.88
2018/12/26	13.83	14.2	148.28	145.93	121.35
2018/12/27	13.81	14.21	148.85	146.53	122.92
2018/12/28	13.82	14.41	149.25	146.9	124.08
2018/12/31	13.83	14.3	148.93	146.68	124.8
2019/1/2	13.81	14.3	147.93	145.97	123.53
2019/1/3	14.3	14.3	146.35	144.28	123.22
2019/1/4	14.25	14.25	144.82	142.65	121.92
2019/1/7	14.17	14.17	145.93	143.88	123.2
2019/1/8	14.09	14.09	147.55	145.4	125.3
2019/1/9	14.07	14.07	146.8	144.72	124.8
2019/1/10	14.08	14.08	146.8	145.18	124.88
2019/1/11	14.07	14.07	146.22	145.03	124.97
2019/1/14	14.05	14.31	144.68	144.35	125.42
2019/1/15	14.06	14.06	144.97	143.85	126.95
2019/1/16	14	14.26	143.95	144.68	127.83
2019/1/17	14	14.15	141.43	143	127.1
2019/1/18	13.99	14.24	141.25	142.78	126.53
2019/1/22	13.99	14.13	141.03	141.55	125.12
2019/1/23	13.98	13.98	142.97	143.47	125.55
2019/1/24	13.98	13.93	143.82	144.47	125.35
2019/1/25	13.99	14	143.38	143.62	126.05
2019/1/28	13.98	14.27	143.5	144.45	126.4
2019/1/29	13.98	14.35	142.6	144.28	126.47
2019/1/30	14.05	14.45	142.45	144.28	126.15
2019/1/31	14.04	14.38	142.1	142.47	124.8
2019/2/1	14.06	14.36	142.5	142.5	125.45
2019/2/4	13.96	14.25	144.28	144.28	125.72
2019/2/5	13.95	14.22	144.15	144.15	126.7
2019/2/6	13.92	14.33	143.3	143.3	126.4
2019/2/7	13.97	14.56	143.57	143.57	126.3
2019/2/8	13.98	14.58	144.28	144.28	127.38
2019/2/11	13.99	14.71	144.82	144.82	127.83
2019/2/12	14.01	14.83	144.32	144.32	126.83
2019/2/13	13.99	14.82	143.6	143.6	125.95
2019/2/14	13.98	14.57	144.12	144.12	126.12
2019/2/15	13.97	14.52	142.8	142.8	126.62
2019/2/19	13.98	14.69	143.72	143.72	127.88
2019/2/20	14	14.58	143.5	143.5	128.32
2019/2/21	13.95	14.66	143.22	143.22	127.62
2019/2/22	13.95	14.91	143	143	128.68
2019/2/25	13.95	15.08	142.6	142.6	128.55
2019/2/26	13.94	15.28	143.47	143.47	129.57
2019/2/27	15.29	15.29	143.93	147.35	129.4
2019/2/28	15.21	15.21	142.88	146.95	129.95
2019/3/1	15.21	15.21	141.25	145.07	129.55
2019/3/4	15.14	15.14	141.18	145.07	128.35
2019/3/5	15.12	15.12	140.82	144.43	128.82
2019/3/6	15.15	15.15	140.75	143.7	128.9
2019/3/7	15.09	15.09	142.88	145.97	128.95
2019/3/8	14.98	14.98	143.88	147.75	129.68
2019/3/11	14.95	14.95	142.3	145.85	129
2019/3/12	14.93	14.93	141.3	144.25	126.65
2019/3/13	14.92	14.92	141.72	144.45	126.67
2019/3/14	14.94	14.94	141.03	144.78	127.4
2019/3/15	14.94	14.94	141.3	146.97	129.1
2019/3/18	14.93	14.93	141.62	148.3	128.32
2019/3/19	14.93	14.93	142.22	150.38	129.12
2019/3/20	15	15	142.3	152.28	129.57
2019/3/21	15.03	15.03	143.05	154.2	129.9
2019/3/22	15.03	15.03	143.1	154.15	129.72
2019/3/25	15.05	15.05	142.4	150.97	127.58
2019/3/26	15.06	15.06	142.8	149.97	126.9
2019/3/27	15.06	15.06	142.07	149.65	126.25
2019/3/28	15.07	15.07	141.95	149.85	126.53
2019/3/29	15.06	15.06	145.57	149.03	125.7
2019/4/1	15.07	15.07	145.57	148.82	126.17
2019/4/2	15.06	15.06	145.07	147.85	126.28
2019/4/3	15.84	15.63	144.88	147.38	125.78
2019/4/4	15.83	15.72	146.65	150.68	127.55
2019/4/5	15.86	15.77	146.1	150.12	126.05
2019/4/8	15.85	15.71	146.78	150.85	125.8
2019/4/9	15.95	15.82	145.93	149.93	125.9
2019/4/10	15.89	15.86	145	149.07	125.88
2019/4/11	15.9	15.78	145.5	149.9	126
2019/4/12	15.93	15.76	145.32	150.38	126.55
2019/4/15	15.91	15.65	145.7	151.07	126.3
2019/4/16	15.91	15.61	145.72	151.07	127.15
2019/4/17	15.95	15.77	145.3	150.82	126.92
2019/4/18	15.93	15.69	145.68	151.65	128.53
2019/4/19	0	0	0	0	128.53
2019/4/22	15.92	15.82	150.72	150.72	128.5
2019/4/23	15.93	15.84	149.45	149.45	128.32
2019/4/24	15.96	15.96	146.4	146.4	126.78
2019/4/25	15.96	15.96	143.57	143.57	124.05
2019/4/26	15.97	15.97	143.75	143.75	124.55
2019/4/29	15.96	15.96	143.5	143.5	124.78
2019/4/30	15.96	16.24	141.53	141.53	123.75
2019/5/1	16.15	16.25	141.38	141.38	113.88
2019/5/2	16.19	16.38	139	139	113.67
2019/5/3	16.38	16.62	137.25	137.25	113.42
2019/5/6	16.47	16.58	136.22	136.22	112.28
2019/5/7	16.47	16.59	137.53	137.53	112.28
2019/5/8	16.39	16.38	135.53	135.53	111.08
2019/5/9	16.37	16.35	135.95	135.95	111.95
2019/5/10	16.34	16.32	137.9	137.9	112.45
					
数据来源: Wind					
