国家	美国	美国	美国	美国	美国
指标名称	期货收盘价(连续):CME三级牛奶	期货收盘价(活跃合约):CME三级牛奶	期货收盘价(连续):CME饲牛	期货收盘价(活跃合约):CME饲牛	期货结算价(连续):CME活牛
频率	日	日	日	日	日
单位	美元/英担	美元/英担	美元/磅	美元/磅	美分/磅
指标ID	S0146997	S0180898	S0146998	S0180902	S0069690
起始时间	2010/12/6	2010/12/7	2010/12/6	2010/12/16	2010/11/19
结束时间	2019/5/10	2019/5/10	2019/5/10	2019/5/10	2019/5/10
来源	CME	CME	CME	CME	CME
更新时间	2019/5/11	2019/5/11	2019/5/11	2019/5/11	2019/5/11
2010/11/19	0	0	0	0	101.45
2010/11/22	0	0	0	0	100.92
2010/11/23	0	0	0	0	101.55
2010/11/24	0	0	0	0	101.92
2010/11/26	0	0	0	0	102.22
2010/11/29	0	0	0	0	102.03
2010/11/30	0	0	0	0	103.08
2010/12/1	0	0	0	0	103.58
2010/12/2	0	0	0	0	103.08
2010/12/3	0	0	0	0	103.17
2010/12/6	13.86	0	118.4	0	103.38
2010/12/7	13.84	13.84	117.09	0	102.28
2010/12/8	13.83	13.83	117.8	0	102.1
2010/12/9	13.78	13.78	118.05	0	101.8
2010/12/10	13.8	13.8	118.15	0	100.95
2010/12/13	13.82	13.82	119	0	101.95
2010/12/14	13.78	13.78	117.85	0	101.83
2010/12/15	13.78	13.78	117.62	0	101.6
2010/12/16	13.78	13.78	118.6	119.4	101.2
2010/12/17	13.73	0	119.05	0	102.17
2010/12/20	13.74	0	120.47	0	102.78
2010/12/21	13.74	0	121.28	0	102.85
2010/12/22	13.73	0	121.75	123.8	104.12
2010/12/23	13.8	0	121.6	123.7	104
2010/12/27	13.82	0	120.8	0	104.9
2010/12/28	13.84	0	120.62	0	105.45
2010/12/29	13.86	0	121.75	0	106.33
2010/12/30	13.27	0	120.95	0	107
2010/12/31	13.22	0	121.9	0	107.8
2011/1/3	13.2	0	121.05	122.9	106.97
2011/1/4	13.16	0	121.08	0	106.17
2011/1/5	13.21	0	121.22	0	106.62
2011/1/6	13.2	0	121.95	0	106.72
2011/1/7	13.31	0	121.7	0	106.38
2011/1/10	13.33	0	122.45	0	106.95
2011/1/11	13.46	0	123.78	0	108.45
2011/1/12	13.54	13.54	124.15	126.33	110.2
2011/1/13	13.54	13.54	124.72	0	109.9
2011/1/14	13.51	13.51	125.88	0	109.38
2011/1/18	13.51	13.51	127.3	0	109.2
2011/1/19	13.45	13.45	126.55	0	108.8
2011/1/20	13.49	15.43	126.3	0	108.65
2011/1/21	13.5	0	126.47	0	107.95
2011/1/24	13.53	0	126	0	106.78
2011/1/25	13.53	0	126.1	0	106.25
2011/1/26	13.53	16.45	126.45	0	107.22
2011/1/27	13.52	16.42	126.12	0	106.95
2011/1/28	13.51	0	126.72	0	107.5
2011/1/31	13.49	0	127.94	0	108.95
2011/2/1	13.5	0	127.88	0	109
2011/2/2	13.49	0	125.55	0	107.75
2011/2/3	0	0	125.3	0	108.2
2011/2/4	16.55	0	125.22	0	108.25
2011/2/7	16.57	0	124.17	0	107.72
2011/2/8	16.74	18.53	124.88	0	107.65
2011/2/9	16.74	18.54	123.08	0	107.72
2011/2/10	16.72	18.53	125.05	125.05	108.9
2011/2/11	16.99	0	126.25	0	107.78
2011/2/14	16.96	0	128.1	0	109.2
2011/2/15	16.96	18.88	129	0	109.05
2011/2/16	16.96	18.93	130.85	0	109
2011/2/17	16.98	18.87	130.7	0	110.28
2011/2/18	16.99	18.5	130.22	0	111.05
2011/2/22	17	18.8	129.57	0	110.1
2011/2/23	17	18.78	128.68	0	110.33
2011/2/24	16.98	18.88	129.47	0	111.1
2011/2/25	17.09	18.98	129.93	0	112.03
2011/2/28	17.04	0	129.93	0	110.25
2011/3/1	17.08	0	128.78	0	111.4
2011/3/2	0	19.54	129.65	0	112.2
2011/3/3	17.1	0	130.65	0	114.2
2011/3/4	19.58	0	129.9	0	114.05
2011/3/7	19.63	0	129.85	0	113.6
2011/3/8	19.53	0	131.5	0	114.8
2011/3/9	19.62	0	132.57	0	117.53
2011/3/10	19.57	0	131.85	0	117.65
2011/3/11	19.6	0	131.91	0	117.12
2011/3/14	19.61	19.61	129.82	0	116.5
2011/3/15	19.59	19.59	127.9	0	113.5
2011/3/16	19.57	19.57	127	0	110.5
2011/3/17	19.52	19.52	127.72	0	111.6
2011/3/18	19.49	19.49	128.1	0	111.65
2011/3/21	19.48	0	129.45	0	113.6
2011/3/22	19.44	0	130.22	0	114.28
2011/3/23	19.46	0	130.4	0	114.1
2011/3/24	19.45	0	130.05	0	115.83
2011/3/25	19.41	0	132.4	0	118.6
2011/3/28	19.43	0	132.53	0	117.95
2011/3/29	19.45	0	133.35	0	118.38
2011/3/30	19.44	0	133.75	0	120.55
2011/3/31	19.46	0	134	0	121.55
2011/4/1	16.62	0	138.2	0	122.08
2011/4/4	16.49	0	137.75	0	122.38
2011/4/5	16.54	0	136.4	0	121.75
2011/4/6	16.68	0	135.3	0	120.88
2011/4/7	16.62	0	135.28	0	119.9
2011/4/8	16.71	0	134.85	0	118.83
2011/4/11	16.85	0	133.75	0	119.03
2011/4/12	16.7	0	132.05	0	117.67
2011/4/13	16.74	0	132.43	0	118.28
2011/4/14	16.75	0	133.18	0	118.8
2011/4/15	16.74	0	132.05	0	117.4
2011/4/18	16.74	0	132.75	0	118.17
2011/4/19	16.74	0	132.75	0	119.25
2011/4/20	16.74	0	132.5	0	119
2011/4/21	16.8	0	132.28	0	118.4
2011/4/25	16.8	0	129.9	0	116.03
2011/4/26	16.79	0	129.12	0	116.03
2011/4/27	16.8	0	130.2	0	117.28
2011/4/28	16.8	0	131.38	0	117.15
2011/4/29	16.45	0	131.75	0	117.05
2011/5/2	16.49	0	130.7	0	111.95
2011/5/3	16.45	0	129.3	0	110.6
2011/5/4	16.52	0	129.15	0	110.55
2011/5/5	16.58	0	128.1	0	109.75
2011/5/6	16.58	0	128.78	0	109.85
2011/5/9	16.53	0	128.25	0	109
2011/5/10	16.51	0	129.07	0	109.17
2011/5/11	16.35	0	129.3	0	109.05
2011/5/12	16.39	0	129.53	0	109.53
2011/5/13	16.42	0	128.65	0	109
2011/5/16	16.38	0	127.7	0	108.33
2011/5/17	16.39	0	127.45	0	107.65
2011/5/18	16.41	0	126.85	0	106.25
2011/5/19	16.44	0	125.45	0	104.85
2011/5/20	16.48	0	125.83	0	104.97
2011/5/23	16.48	0	124.15	0	102.15
2011/5/24	16.47	0	124.4	0	102.38
2011/5/25	16.47	0	124.95	0	104.55
2011/5/26	16.49	0	124.95	0	104.03
2011/5/27	16.53	0	0	0	104.1
2011/5/31	16.53	0	123.85	0	103.75
2011/6/1	16.53	0	123.4	0	102.15
2011/6/2	16.51	0	123.92	0	102.6
2011/6/3	18.97	0	124.3	0	104.17
2011/6/6	19.01	0	124.25	0	102.4
2011/6/7	18.83	0	125.2	0	103.47
2011/6/8	19.05	0	125.4	0	104
2011/6/9	19	0	125.7	0	104.62
2011/6/10	19.06	0	123.6	0	102.72
2011/6/13	19.1	0	124.97	0	103.2
2011/6/14	19.22	0	127.75	0	104.28
2011/6/15	19.17	0	127.62	0	104.2
2011/6/16	19.2	0	131.15	0	108.62
2011/6/17	19.15	0	132.97	0	109.75
2011/6/20	19.13	0	135.5	0	111.83
2011/6/21	19.14	0	137.72	0	113.2
2011/6/22	19.14	0	136.8	0	111.28
2011/6/23	19.14	0	137.68	0	112.25
2011/6/24	19.23	0	138.53	0	113.05
2011/6/27	19.18	0	137.25	0	111.9
2011/6/28	19.22	0	137.5	0	112.35
2011/6/29	19.21	0	137.6	0	111.72
2011/6/30	19.23	0	138.32	138.32	112.75
2011/7/1	20.45	0	140.43	140.43	112.85
2011/7/5	20.64	0	141.2	141.2	113.35
2011/7/6	20.58	0	141	0	112.95
2011/7/7	20.6	0	141.75	0	113.45
2011/7/8	20.9	0	144.53	0	114.8
2011/7/11	21.11	0	142.97	0	114.7
2011/7/12	21	0	142.22	0	114.03
2011/7/13	20.98	0	139.5	139.5	113.4
2011/7/14	21.02	0	136	0	110.55
2011/7/15	21.19	0	135.72	0	110.6
2011/7/18	21.18	0	135.22	0	110.25
2011/7/19	21.22	0	135.85	0	110.5
2011/7/20	21.21	0	135	0	109.6
2011/7/21	0	0	135.3	0	109.75
2011/7/22	21.33	0	135.97	0	110.78
2011/7/25	21.33	0	136.15	0	110.5
2011/7/26	21.31	0	136.32	136.32	111.2
2011/7/27	21.34	0	134.7	0	111.08
2011/7/28	21.33	0	135.85	0	111.62
2011/7/29	21.35	0	135.62	0	111.05
2011/8/1	21.37	0	137.15	0	113.3
2011/8/2	21.34	0	134.72	0	112.55
2011/8/3	21.38	0	134.47	136.18	113.12
2011/8/4	21.38	0	133.2	135.3	112.78
2011/8/5	21.48	0	133	0	113
2011/8/8	21.57	0	132.47	0	113.65
2011/8/9	21.6	0	134.18	0	114.72
2011/8/10	21.54	0	133.25	0	114.53
2011/8/11	21.67	0	135.32	0	117.25
2011/8/12	21.56	0	135.75	0	117.9
2011/8/15	21.58	0	135.97	0	117.9
2011/8/16	21.54	21.54	135.3	138.15	117.9
2011/8/17	21.49	0	134.1	135.78	115.85
2011/8/18	21.45	0	132.62	134	114.1
2011/8/19	21.48	0	133.43	134.25	114.3
2011/8/22	21.5	0	133.95	134.62	114.65
2011/8/23	21.47	0	133.6	134.32	114.1
2011/8/24	21.52	0	133.72	132.12	113.25
2011/8/25	21.55	0	133.62	132.62	113.85
2011/8/26	21.56	0	132.5	133.18	114.3
2011/8/29	21.55	0	132.5	132.8	113.5
2011/8/30	21.55	0	132.38	132.55	114.25
2011/8/31	21.55	0	132.35	132.53	113
2011/9/1	21.59	0	132.5	132.9	113.6
2011/9/2	19.04	0	132.78	133.15	114.8
2011/9/6	19.03	0	133.85	134.65	116.97
2011/9/7	18.97	0	133.97	134.8	117.65
2011/9/8	18.94	0	134.62	0	119.45
2011/9/9	18.89	0	133.32	0	118.45
2011/9/12	18.91	0	133.55	135.5	119.55
2011/9/13	18.9	0	135.07	0	119.62
2011/9/14	18.88	0	136.68	0	121
2011/9/15	18.94	0	135.28	0	118.9
2011/9/16	18.93	0	135.32	0	118.78
2011/9/19	18.92	0	134.25	0	117.97
2011/9/20	18.92	0	134.7	137.95	118.88
2011/9/21	18.93	0	133.12	138.3	119.25
2011/9/22	0	0	132.2	0	116.25
2011/9/23	0	0	131.6	0	116.1
2011/9/26	19	0	133	0	119.95
2011/9/27	19	0	132.38	0	120.6
2011/9/28	0	0	132.93	141.75	120.2
2011/9/29	19	0	133.03	142.28	120.4
2011/9/30	17.4	0	140.57	0	122.3
2011/10/3	17.42	0	141.38	0	123.1
2011/10/4	17.74	0	139.82	0	122.35
2011/10/5	17.79	0	138.85	0	122.8
2011/10/6	17.77	0	139.1	0	122.22
2011/10/7	18.03	0	139.62	0	121.97
2011/10/10	17.92	0	139	0	120.03
2011/10/11	17.92	0	138.8	0	121.38
2011/10/12	17.89	0	138.15	142.85	120.47
2011/10/13	17.94	0	138.72	143.65	121.05
2011/10/14	17.93	17.01	139.53	144.25	121.65
2011/10/17	17.92	0	140.15	144.43	121.35
2011/10/18	17.93	0	139.75	143.72	120.72
2011/10/19	17.92	0	139.5	142.57	121.4
2011/10/20	17.94	0	139.3	147.5	121.45
2011/10/21	18	17.65	139.5	147.93	121.92
2011/10/24	18.02	0	139.95	148	122.95
2011/10/25	18	0	139.65	146	122.1
2011/10/26	18	0	139.9	145.6	121.05
2011/10/27	18.02	0	140	146.4	120.75
2011/10/28	18.04	0	141.05	0	120.95
2011/10/31	0	0	139.8	0	119.8
2011/11/1	18.02	0	142.62	147.78	121.6
2011/11/2	18.03	0	142.12	146.97	122
2011/11/3	18.04	0	142.05	147.4	124.5
2011/11/4	18.88	0	142.78	147.22	124.5
2011/11/7	18.9	18.23	142.5	146.82	123.4
2011/11/8	18.89	0	141.82	145.82	122.75
2011/11/9	18.87	0	141.93	145.95	122.6
2011/11/10	18.94	0	142.62	145.85	121.6
2011/11/11	19	0	142.55	145.9	120.55
2011/11/14	19.11	0	142.93	146.07	120.1
2011/11/15	19.12	0	143.45	147.82	121.72
2011/11/16	19.11	0	143.4	148.53	122.05
2011/11/17	19.1	18.25	143.15	149.25	121
2011/11/18	19.09	18.33	147.65	147.65	119.7
2011/11/21	19.1	0	146.4	146.4	119.97
2011/11/22	19.12	0	147.05	147.05	121.45
2011/11/23	19.1	0	145.75	145.75	121.4
2011/11/25	0	0	144.65	144.65	121.1
2011/11/28	19.11	0	145.15	145.15	120.95
2011/11/29	19.11	0	145.1	145.1	120.58
2011/11/30	0	0	146.45	146.45	121.6
2011/12/1	0	0	146.35	146.35	121.9
2011/12/2	18.66	0	146.72	146.72	121.9
2011/12/5	18.66	0	144.55	144.55	118.9
2011/12/6	18.47	0	142.5	142.5	118.85
2011/12/7	18.51	0	142.88	142.88	119.15
2011/12/8	18.53	0	142.45	142.45	119.42
2011/12/9	18.58	0	142.1	142.1	118.3
2011/12/12	18.58	18.58	143.12	143.12	118.45
2011/12/13	18.55	18.55	143.25	143.25	117.9
2011/12/14	18.56	18.56	143.82	143.82	118.17
2011/12/15	18.56	0	143.9	143.9	118.75
2011/12/16	18.7	0	143	143	118.15
2011/12/19	18.69	18.69	144.25	144.25	121.15
2011/12/20	18.7	18.7	144.5	147.65	120.6
2011/12/21	18.7	0	144.28	0	120.25
2011/12/22	18.68	0	146.88	0	123.15
2011/12/23	18.67	0	147.28	0	123.15
2011/12/27	18.66	0	147	0	123.25
2011/12/28	18.66	0	147.15	0	123.1
2011/12/29	18.66	0	146.9	0	122.58
2011/12/30	17.39	0	146.38	0	122.58
2012/1/4	17.09	0	147.5	0	121.62
2012/1/5	17.19	0	147.93	0	120.95
2012/1/6	17.24	0	147.75	0	120.95
2012/1/9	17.19	0	148	0	119.95
2012/1/10	17.11	0	148.35	0	121.2
2012/1/11	17.1	0	148.8	0	121.33
2012/1/12	17.11	0	148.95	0	121.25
2012/1/13	17.12	0	150.05	0	121.25
2012/1/17	17.1	0	150.7	0	123.53
2012/1/18	17.07	0	151.1	0	123.22
2012/1/19	17.07	0	151.72	0	123.22
2012/1/20	17.1	0	151.75	0	124.2
2012/1/23	17.09	0	151.68	0	124.6
2012/1/24	17.1	0	152.15	0	125.8
2012/1/25	17.08	0	152.57	0	125.85
2012/1/26	17.09	0	153	0	124.55
2012/1/27	17.1	0	154.65	0	124.55
2012/1/30	17.1	0	154.55	0	123.92
2012/1/31	17	0	154.9	0	124.85
2012/2/1	17.09	0	155.78	0	125.7
2012/2/2	17.09	0	155.53	0	125.15
2012/2/3	16.16	0	154.5	0	125.15
2012/2/6	16.12	0	154.2	0	123.75
2012/2/7	16.11	0	155	0	125.35
2012/2/8	16.07	0	155.18	0	125.78
2012/2/9	16.08	0	155.22	0	125.17
2012/2/10	16.08	0	154.45	0	125.17
2012/2/13	16.08	0	154.25	0	125.53
2012/2/14	16.09	0	156.25	0	126.65
2012/2/15	16.12	0	156.3	0	126.5
2012/2/16	16.11	0	156.97	0	126.78
2012/2/17	16.07	0	158.25	0	126.78
2012/2/21	16.07	0	158.47	0	128.9
2012/2/22	16.09	0	158.2	0	129.35
2012/2/23	16.09	0	157.45	0	127.3
2012/2/24	16.09	0	157.85	0	127.3
2012/2/27	16.07	0	157.2	0	127.55
2012/2/28	16.07	0	156.65	0	127.35
2012/2/29	16.07	0	156.9	0	127.65
2012/3/1	16.07	0	158.5	0	130.95
2012/3/2	15.35	0	158.32	0	130.95
2012/3/5	15.21	0	156.6	0	128.4
2012/3/6	15.28	0	155.1	0	125.78
2012/3/7	15.28	0	154.05	0	125.58
2012/3/8	15.35	0	154.5	0	126.65
2012/3/9	15.42	0	154.15	0	126.03
2012/3/12	15.45	0	154.35	0	126.75
2012/3/13	15.49	0	155.53	0	127.72
2012/3/14	15.51	0	155.18	0	127.03
2012/3/16	15.61	0	0	0	0
2012/3/19	15.63	0	152.95	0	125.17
2012/3/20	15.64	0	152.6	0	124.53
2012/3/21	15.65	0	153	0	124.95
2012/3/22	15.65	0	153.43	0	125.25
2012/3/23	15.63	0	153.35	0	125.25
2012/3/26	15.66	0	153.43	0	124.55
2012/3/27	15.66	0	153.8	0	125.6
2012/3/28	15.65	0	153.75	0	124.45
2012/3/29	15.64	0	154.2	0	122.5
2012/3/30	15.68	0	150.15	0	122.5
2012/4/2	15.84	0	149	0	120.85
2012/4/3	15.86	0	149.5	0	119.8
2012/4/4	15.58	0	149.18	0	117.9
2012/4/5	15.56	0	148.93	0	117.9
2012/4/9	15.59	0	148.68	0	119.38
2012/4/10	15.64	0	147.07	0	117.75
2012/4/11	15.79	0	148.5	0	118.38
2012/4/12	15.69	0	151.1	0	121.25
2012/4/13	15.77	0	150.75	0	120.53
2012/4/16	15.78	0	150.6	0	120.72
2012/4/17	15.78	0	150.5	0	121.6
2012/4/18	15.76	0	151.45	0	120.28
2012/4/19	15.75	0	151.22	0	0
2012/4/20	15.77	0	150.15	0	0
2012/4/23	15.76	0	149.75	0	0
2012/4/24	15.74	0	149	0	116.8
2012/4/25	15.74	0	148.75	0	118.5
2012/4/26	15.73	0	149.05	0	118.08
2012/4/27	15.73	0	148.97	0	118.08
2012/4/30	15.73	0	149.95	0	118.75
2012/5/1	15.73	0	150.2	0	113.53
2012/5/2	15.25	0	149.85	0	112.88
2012/5/3	14.95	0	152.62	0	115.88
2012/5/4	15.08	0	152.55	0	115.88
2012/5/7	15.12	0	152.95	0	116.28
2012/5/8	15.09	0	151.78	0	115.78
2012/5/9	15.15	0	151	0	116.6
2012/5/10	15.19	0	150.55	0	116.6
2012/5/11	15.28	0	149.65	0	115.85
2012/5/14	15.24	0	149.32	0	116.15
2012/5/15	15.25	0	149.47	0	116.42
2012/5/16	15.21	0	149.6	0	116.88
2012/5/17	15.2	0	150.2	0	117.92
2012/5/18	15.18	0	151	0	117.92
2012/5/21	15.21	0	151.75	0	0
2012/5/22	15.22	0	152.47	0	119.35
2012/5/23	15.24	0	152.47	0	117.8
2012/5/24	15.23	0	152.4	0	117.88
2012/5/25	15.25	0	158.8	0	117.88
2012/5/29	15.27	0	158.28	0	117.85
2012/5/30	15.28	0	156.2	0	116.45
2012/5/31	15.61	0	157.2	0	117.1
2012/6/1	15.62	0	157.5	0	117.7
2012/6/4	15.46	0	158.32	0	117.67
2012/6/5	15.53	0	158.8	0	117.12
2012/6/6	15.47	0	158.5	0	117.67
2012/6/7	15.58	0	158.9	0	119.35
2012/6/8	15.54	0	159.4	0	119.35
2012/6/11	15.58	0	159.53	0	119.5
2012/6/12	15.67	0	161.05	0	119.55
2012/6/13	15.69	0	159	0	117.1
2012/6/14	15.65	0	157	0	116.35
2012/6/15	15.61	0	156.03	0	116.15
2012/6/18	15.62	0	155.62	0	117.2
2012/6/19	15.62	0	154.05	0	116.7
2012/6/20	15.65	0	153.45	0	116.6
2012/6/21	15.67	0	152.78	0	116
2012/6/22	15.67	0	153.2	0	116.9
2012/6/25	15.65	0	149.8	0	115.7
2012/6/26	15.66	0	148.4	0	115.25
2012/6/27	15.63	0	148.5	0	116.4
2012/6/28	15.63	0	150	0	116.5
2012/7/2	15.62	0	150.25	0	119.28
2012/7/3	15.62	0	147.8	0	119.47
2012/7/5	16.7	0	146.25	0	119.15
2012/7/6	16.71	0	146.53	0	119.2
2012/7/9	16.61	0	145	0	119.05
2012/7/10	16.56	0	143.75	0	118.4
2012/7/11	16.61	0	143.75	0	118
2012/7/12	16.65	0	141.8	0	117.03
2012/7/13	16.73	0	140	0	117.2
2012/7/16	16.73	0	136	0	116.8
2012/7/17	16.73	0	135	0	115.47
2012/7/18	16.73	0	137.2	0	118.08
2012/7/19	16.68	0	138.6	0	118.95
2012/7/20	16.67	0	137.2	0	117.95
2012/7/23	16.67	0	136.03	0	118.6
2012/7/24	16.67	0	136.8	0	118.8
2012/7/25	16.67	0	134.68	0	117.95
2012/7/26	16.67	0	135.5	0	118.17
2012/7/27	16.67	0	137.75	0	119.6
2012/7/30	16.67	0	138.25	0	119.65
2012/7/31	0	0	0	0	127.47
2012/8/1	17.1	0	139.78	0	119
2012/8/2	17.11	0	139.8	0	120
2012/8/3	17.49	0	138.95	0	119.97
2012/8/6	17.57	0	138.43	0	119.97
2012/8/7	19.45	0	0	0	127.17
2012/8/8	17.61	0	139.18	0	121.85
2012/8/9	17.63	0	139.1	0	121.42
2012/8/10	17.64	0	139.47	0	120.6
2012/8/13	19.3	0	148	0	128.95
2012/8/14	19.24	0	149.3	0	128.95
2012/8/15	19.55	0	149.25	0	128.88
2012/8/16	19.91	19.62	147.5	0	128.07
2012/8/17	17.66	0	140.35	0	120.85
2012/8/20	17.65	0	140.95	0	121.35
2012/8/21	17.66	0	140.12	0	119.65
2012/8/22	17.67	0	140	0	119.92
2012/8/23	20.1	0	147.9	0	128.4
2012/8/24	17.69	0	140.75	0	120.33
2012/8/27	17.72	0	140.45	0	118.4
2012/8/28	17.72	0	140.3	0	118.83
2012/8/29	19.22	0	140.4	0	119.4
2012/8/30	19.15	0	140.18	0	119.65
2012/8/31	19.1	0	143.6	0	119.65
2012/9/4	18.9	0	144.82	0	126.17
2012/9/5	18.81	0	145.05	0	126.33
2012/9/6	18.86	0	144.75	0	126.05
2012/9/7	0	0	0	0	129.18
2012/9/10	18.78	0	144.53	0	125.75
2012/9/11	18.8	0	144.55	0	127.1
2012/9/12	18.85	0	144.7	0	127.7
2012/9/13	18.84	0	145	0	127.55
2012/9/14	20.14	0	150.5	0	129.93
2012/9/17	18.85	0	145.28	0	125.5
2012/9/18	18.86	0	145.15	0	126.4
2012/9/19	18.86	0	144.82	0	126.35
2012/9/20	18.92	0	144.53	0	125.75
2012/9/21	18.94	0	143.85	0	125.53
2012/9/24	0	0	151.32	0	128.4
2012/9/25	18.94	0	143.38	0	122.7
2012/9/26	18.94	0	143.28	0	122.22
2012/9/27	18.97	0	143.32	0	122.45
2012/9/28	18.97	0	146.22	0	122.45
2012/10/2	18.96	0	145.38	0	0
2012/10/3	21.17	0	145.18	0	0
2012/10/4	21.07	0	144.62	0	0
2012/10/5	21.05	0	145.07	0	122.33
2012/10/8	20.45	0	149.1	0	126.4
2012/10/9	20.6	0	0	0	126.72
2012/10/10	21.02	0	144.8	0	124.92
2012/10/11	21.12	0	142.75	0	124.6
2012/10/12	21.12	0	142.75	0	123.9
2012/10/15	21.16	0	144.35	0	124.15
2012/10/16	21.14	0	145.53	0	125.55
2012/10/17	21.03	0	146.53	0	126.12
2012/10/18	21.04	0	146.6	0	126.22
2012/10/19	21.04	0	146.85	0	126.3
2012/10/22	21.05	0	145.68	0	126.4
2012/10/23	21.04	0	145.43	0	126
2012/10/24	20.34	0	148.88	0	127.08
2012/10/25	21.04	0	145.22	0	125.75
2012/10/26	21.03	0	145.45	0	125.5
2012/10/29	20.13	0	147.5	0	125.28
2012/10/30	20.06	0	148.72	0	126.2
2012/10/31	21.04	0	146.03	0	126.75
2012/11/1	21.07	0	145.05	0	125.33
2012/11/2	21.18	0	144.7	0	125.42
2012/11/5	21.16	0	145.03	0	125.28
2012/11/6	21.2	0	145.05	0	125.67
2012/11/7	19.82	0	145.5	0	0
2012/11/8	20.9	0	144.5	0	125.42
2012/11/9	20.9	0	144.5	0	125.75
2012/11/12	19.4	0	145.8	0	0
2012/11/13	19.24	0	145.82	0	0
2012/11/14	20.9	0	143.3	0	125.42
2012/11/15	20.84	0	143.43	0	125.6
2012/11/16	20.74	0	145.57	0	126.15
2012/11/19	19.22	0	0	0	0
2012/11/20	20.72	0	145.95	0	127.05
2012/11/21	19.18	0	0	0	0
2012/11/27	20.72	0	146.5	0	128.38
2012/11/28	20.79	0	146.05	0	127.83
2012/11/29	20.79	0	146.95	0	128.2
2012/11/30	20.8	0	146.45	0	126.72
2012/12/3	20.78	0	145.62	0	127
2012/12/4	20.8	0	145.68	0	126.12
2012/12/5	18.52	0	146.5	0	126.15
2012/12/6	18.49	0	147.9	0	126.08
2012/12/7	18.53	0	148.78	0	125.88
2012/12/14	18.59	0	153.07	0	126.9
2012/12/17	18.62	0	154.35	0	129
2012/12/19	18.64	0	153.15	0	129.47
2012/12/20	18.6	0	152.97	0	128.95
2012/12/21	18.57	0	152.43	0	129.28
2012/12/24	18.57	0	151.9	0	129.28
2012/12/26	18.56	0	152.1	0	129.35
2012/12/27	18.58	0	151.6	0	128.85
2012/12/28	18.61	0	151.4	0	129.4
2013/1/2	18.6	0	151.2	0	132.38
2013/1/3	18	18.58	151.8	154.75	132.38
2013/1/4	18.02	18.36	153.28	156.28	133.85
2013/1/7	0	18.18	0	156.1	0
2013/1/8	18.02	17.88	152.93	155.25	132.55
2013/1/9	18.06	18.06	151.75	151.75	131.55
2013/1/10	18.06	17.75	150.7	153.25	131.55
2013/1/11	18.06	18.06	150.45	152.68	130.6
2013/1/14	18.12	18.12	149.3	151.43	130.35
2013/1/15	18.11	18.11	148.95	151.15	130.43
2013/1/16	18.14	17.53	147.05	148.28	128.53
2013/1/17	18.1	17.5	144.38	145.82	126.6
2013/1/18	18.13	17.38	143.9	146.38	124.95
2013/1/22	18.13	17.3	144.4	147	125.72
2013/1/23	18.12	17.19	144.2	147.15	125.78
2013/1/24	18.11	17.18	144.6	147.95	125.88
2013/1/25	18.12	17.02	144.7	147.93	126.3
2013/1/28	18.12	17.05	145.8	149.9	128.95
2013/1/29	18.1	16.95	145.72	148.82	128.28
2013/1/30	17.1	17.1	145.82	149.1	128
2013/1/31	17.19	17.19	146.3	149.55	127.62
2013/2/1	17.2	17.2	149.18	149.18	127.1
2013/2/4	17.1	17.05	148.85	148.85	127.08
2013/2/5	17.12	17.05	148.5	148.5	127.6
2013/2/6	17.15	17.34	147.53	147.53	127.25
2013/2/7	17.25	17.36	147.18	147.18	127.55
2013/2/8	17.24	17.42	144.97	144.97	126.45
2013/2/11	17.2	17.2	144.78	144.78	126.88
2013/2/12	17.24	17.44	143.75	143.75	126.05
2013/2/13	17.25	17.4	141.35	141.35	125.5
2013/2/14	17.23	17.39	142.7	142.7	125.9
2013/2/15	17.23	17.33	143.4	143.4	126.5
2013/2/19	17.27	17.29	143.18	143.18	126.4
2013/2/20	17.24	17.23	140.7	140.7	125.1
2013/2/21	17.22	17.22	140.7	140.7	125.3
2013/2/22	17.26	17.27	141.25	141.25	126.35
2013/2/25	17.21	17.03	140.8	140.8	126.95
2013/2/26	17.22	17.08	141.18	141.18	127.28
2013/2/27	17.07	17.07	141.45	147.55	128.55
2013/2/28	16.98	16.98	142	148.07	128
2013/3/1	16.79	16.79	141.53	147.4	129.95
2013/3/4	16.86	16.86	142.53	147.72	130.35
2013/3/5	16.89	16.89	141.72	146.2	129.62
2013/3/6	17.01	17.01	140.93	144.55	128.8
2013/3/7	17.04	17.04	140.47	144.93	128.3
2013/3/8	17.03	17.03	139.05	143.85	127.55
2013/3/11	17.03	17.14	138.2	143.72	128.12
2013/3/12	17.02	0	138.8	144.07	128.7
2013/3/13	16.91	16.98	139	144.45	128.55
2013/3/14	16.92	17.2	138.28	143.28	128.05
2013/3/15	16.92	17.15	136.68	141.05	125.78
2013/3/18	16.95	17.38	136.7	141.18	126.05
2013/3/19	16.94	17.55	135.75	140.38	125.3
2013/3/20	16.95	17.65	135	139.82	126.05
2013/3/21	16.96	17.6	135.15	140.47	126.42
2013/3/22	16.99	17.56	134.65	140.22	126.2
2013/3/25	16.99	17.39	134.72	140.53	126.45
2013/3/26	17.03	17.45	134.85	140.45	125.95
2013/3/27	16.97	17.42	135.28	142.07	127.35
2013/3/28	16.98	17.25	135.53	145.07	128.9
2013/4/1	16.97	17.1	145.53	147.68	128.75
2013/4/2	16.95	17.32	144.7	147.07	127.42
2013/4/3	17.4	17.4	144.53	146.55	127.97
