国家,美国
指标名称,期货结算价(连续):CME精猪
频率,日
单位,美分/磅
指标ID,S0069689
起始时间,2010-11-19
结束时间,2019-05-10
来源,CME
更新时间,2019-05-11
2018-09-14,56.23
2018-09-17,56.45
2018-09-18,59.17
2018-09-19,60.00
2018-09-20,61.25
2018-09-21,60.30
2018-09-24,61.00
2018-09-25,62.42
2018-09-26,62.20
2018-09-27,61.30
2018-09-28,62.17
2018-10-01,64.75
2018-10-02,66.42
2018-10-03,67.47
2018-10-04,67.50
2018-10-05,68.20
2018-10-08,68.45
2018-10-09,68.75
2018-10-10,68.47
2018-10-11,68.67
2018-10-12,68.75
2018-10-15,56.75
2018-10-16,56.88
2018-10-17,54.70
2018-10-18,52.30
2018-10-19,51.60
2018-10-22,53.17
2018-10-23,54.52
2018-10-24,57.52
2018-10-25,56.77
2018-10-26,57.92
2018-10-29,58.85
2018-10-30,59.00
2018-10-31,58.45
2018-11-01,58.20
2018-11-02,58.12
2018-11-05,57.10
2018-11-06,54.10
2018-11-07,55.52
2018-11-08,55.62
2018-11-09,55.80
2018-11-12,56.55
2018-11-13,57.30
2018-11-14,57.00
2018-11-15,57.08
2018-11-16,60.08
2018-11-19,61.02
2018-11-20,58.98
2018-11-21,58.27
2018-11-22,58.27
2018-11-23,59.08
2018-11-26,57.40
2018-11-27,57.88
2018-11-28,57.95
2018-11-29,58.73
2018-11-30,57.88
2018-12-03,58.02
2018-12-04,56.88
2018-12-05,55.85
2018-12-06,54.52
2018-12-07,54.25
2018-12-10,54.73
2018-12-11,54.45
2018-12-12,54.73
2018-12-13,54.80
2018-12-14,54.95
2018-12-17,63.83
2018-12-18,62.65
2018-12-19,62.70
2018-12-20,62.38
2018-12-21,61.12
2018-12-24,60.30
2018-12-26,60.38
2018-12-27,60.58
2018-12-28,60.65
2018-12-31,60.98
2019-01-02,61.70
2019-01-03,62.15
2019-01-04,61.95
2019-01-07,61.90
2019-01-08,62.60
2019-01-09,63.77
2019-01-10,64.08
2019-01-11,62.65
2019-01-14,61.85
2019-01-15,62.15
2019-01-16,60.05
2019-01-17,60.85
2019-01-18,61.23
2019-01-22,61.48
2019-01-23,60.77
2019-01-24,59.83
2019-01-25,58.38
2019-01-28,57.98
2019-01-29,57.33
2019-01-30,57.45
2019-01-31,56.25
2019-02-01,56.35
2019-02-04,57.38
2019-02-05,56.42
2019-02-06,55.92
2019-02-07,55.27
2019-02-08,55.05
2019-02-11,55.17
2019-02-12,55.17
2019-02-13,55.15
2019-02-14,55.10
2019-02-15,59.52
2019-02-19,56.52
2019-02-20,52.98
2019-02-21,55.95
2019-02-22,55.45
2019-02-25,53.90
2019-02-26,55.73
2019-02-27,55.60
2019-02-28,55.88
2019-03-01,56.40
2019-03-04,57.33
2019-03-05,57.90
2019-03-06,57.08
2019-03-07,57.73
2019-03-08,60.55
2019-03-11,62.85
2019-03-12,63.65
2019-03-13,63.48
2019-03-14,65.80
2019-03-15,68.80
2019-03-18,71.03
2019-03-19,70.83
2019-03-20,73.83
2019-03-21,78.33
2019-03-22,78.33
2019-03-25,78.65
2019-03-26,79.72
2019-03-27,81.33
2019-03-28,78.88
2019-03-29,77.38
2019-04-01,77.40
2019-04-02,78.95
2019-04-03,79.08
2019-04-04,79.58
2019-04-05,79.03
2019-04-08,78.60
2019-04-09,78.53
2019-04-10,78.90
2019-04-11,79.22
2019-04-12,79.30
2019-04-15,90.08
2019-04-16,88.97
2019-04-17,88.92
2019-04-18,90.20
2019-04-19,90.20
2019-04-22,89.03
2019-04-23,87.83
2019-04-24,89.17
2019-04-25,87.85
2019-04-26,87.00
2019-04-29,84.78
2019-04-30,84.30
2019-05-01,87.10
2019-05-02,86.10
2019-05-03,85.35
2019-05-06,82.38
2019-05-07,83.05
2019-05-08,83.58
2019-05-09,83.75
2019-05-10,83.75

数据来源: Wind
