Date,?RU1,RU2,RU3,RU4,RU5,RU6,RU7,RU8,RU9,RU10,RU11,RU12,RU13
30/01/2008,5838.333333,6223.333333,7008.333333,5913.333333,6051.666667,6608.333333,6146.666667,5770,5946.666667,9830,10050,9890,10270
31/01/2008,5851.666667,6231.666667,7016.666667,5928.333333,6066.666667,6630,6163.333333,5786.666667,5955,9835,10050,9896.666667,10273.33333
01/02/2008,5877.5,6251.666667,7030,5946.666667,6085,6658.333333,6184.166667,5815,5976.666667,9841.666667,10053.33333,9905,10281.66667
02/02/2008,5903.333333,6271.666667,7043.333333,5965,6103.333333,6686.666667,6205,5843.333333,5998.333333,9848.333333,10056.66667,9913.333333,10290
03/02/2008,5929.166667,6291.666667,7056.666667,5983.333333,6121.666667,6715,6225.833333,5871.666667,6020,9855,10060,9921.666667,10298.33333
04/02/2008,5955,6311.666667,7070,6001.666667,6140,6743.333333,6246.666667,5900,6041.666667,9861.666667,10063.33333,9930,10306.66667
05/02/2008,5980.833333,6331.666667,7083.333333,6020,6158.333333,6771.666667,6267.5,5928.333333,6063.333333,9868.333333,10066.66667,9938.333333,10315
06/02/2008,6006.666667,6351.666667,7096.666667,6038.333333,6176.666667,6800,6288.333333,5956.666667,6085,9875,10070,9946.666667,10323.33333
07/02/2008,6032.5,6371.666667,7110,6056.666667,6195,6828.333333,6309.166667,5985,6106.666667,9881.666667,10073.33333,9955,10331.66667
08/02/2008,6065.833333,6406.666667,7130,6080,6216.666667,6873.333333,6339.166667,6018.333333,6141.666667,9905,10095,9966.666667,10356.66667
09/02/2008,6099.166667,6441.666667,7150,6103.333333,6238.333333,6918.333333,6369.166667,6051.666667,6176.666667,9928.333333,10116.66667,9978.333333,10381.66667
10/02/2008,6132.5,6476.666667,7170,6126.666667,6260,6963.333333,6399.166667,6085,6211.666667,9951.666667,10138.33333,9990,10406.66667
11/02/2008,6165.833333,6511.666667,7190,6150,6281.666667,7008.333333,6429.166667,6118.333333,6246.666667,9975,10160,10001.66667,10431.66667
12/02/2008,6199.166667,6546.666667,7210,6173.333333,6303.333333,7053.333333,6459.166667,6151.666667,6281.666667,9998.333333,10181.66667,10013.33333,10456.66667
13/02/2008,6232.5,6581.666667,7230,6196.666667,6325,7098.333333,6489.166667,6185,6316.666667,10021.66667,10203.33333,10025,10481.66667
14/02/2008,6265.833333,6616.666667,7250,6220,6346.666667,7143.333333,6519.166667,6218.333333,6351.666667,10045,10225,10036.66667,10506.66667
15/02/2008,6308.333333,6666.666667,7278.333333,6246.666667,6375,7198.333333,6552.5,6260,6396.666667,10070,10251.66667,10053.33333,10535
16/02/2008,6350.833333,6716.666667,7306.666667,6273.333333,6403.333333,7253.333333,6585.833333,6301.666667,6441.666667,10095,10278.33333,10070,10563.33333
17/02/2008,6385,6763.333333,7326.666667,6296.666667,6430,7290,6612.5,6333.333333,6480,10120,10305,10086.66667,10591.66667
18/02/2008,6419.166667,6810,7346.666667,6320,6456.666667,7326.666667,6639.166667,6365,6518.333333,10145,10331.66667,10103.33333,10620
19/02/2008,6453.333333,6856.666667,7366.666667,6343.333333,6483.333333,7363.333333,6665.833333,6396.666667,6556.666667,10170,10358.33333,10120,10648.33333
20/02/2008,6487.5,6903.333333,7386.666667,6366.666667,6510,7400,6692.5,6428.333333,6595,10195,10385,10136.66667,10676.66667
21/02/2008,6521.666667,6950,7406.666667,6390,6536.666667,7436.666667,6719.166667,6460,6633.333333,10220,10411.66667,10153.33333,10705
22/02/2008,6564.166667,7000,7431.666667,6428.333333,6578.333333,7483.333333,6754.166667,6501.666667,6676.666667,10260,10451.66667,10175,10746.66667
23/02/2008,6606.666667,7050,7456.666667,6466.666667,6620,7530,6789.166667,6543.333333,6720,10300,10491.66667,10196.66667,10788.33333
24/02/2008,6644.166667,7095,7481.666667,6493.333333,6648.333333,7573.333333,6814.166667,6578.333333,6761.666667,10335,10531.66667,10211.66667,10826.66667
25/02/2008,6681.666667,7140,7506.666667,6520,6676.666667,7616.666667,6839.166667,6613.333333,6803.333333,10370,10571.66667,10226.66667,10865
26/02/2008,6719.166667,7185,7531.666667,6546.666667,6705,7660,6864.166667,6648.333333,6845,10405,10611.66667,10241.66667,10903.33333
27/02/2008,6756.666667,7230,7556.666667,6573.333333,6733.333333,7703.333333,6889.166667,6683.333333,6886.666667,10440,10651.66667,10256.66667,10941.66667
28/02/2008,6794.166667,7275,7581.666667,6600,6761.666667,7746.666667,6914.166667,6718.333333,6928.333333,10475,10691.66667,10271.66667,10980
29/02/2008,6846.666667,7335,7620,6636.666667,6806.666667,7803.333333,6952.5,6770,6983.333333,10543.33333,10765,10303.33333,11051.66667
01/03/2008,6899.166667,7395,7658.333333,6673.333333,6851.666667,7860,6990.833333,6821.666667,7038.333333,10611.66667,10838.33333,10335,11123.33333
02/03/2008,6939.166667,7443.333333,7691.666667,6706.666667,6893.333333,7910,7025,6861.666667,7080,10678.33333,10908.33333,10365,11190
03/03/2008,6979.166667,7491.666667,7725,6740,6935,7960,7059.166667,6901.666667,7121.666667,10745,10978.33333,10395,11256.66667
04/03/2008,7019.166667,7540,7758.333333,6773.333333,6976.666667,8010,7093.333333,6941.666667,7163.333333,10811.66667,11048.33333,10425,11323.33333
05/03/2008,7059.166667,7588.333333,7791.666667,6806.666667,7018.333333,8060,7127.5,6981.666667,7205,10878.33333,11118.33333,10455,11390
06/03/2008,7099.166667,7636.666667,7825,6840,7060,8110,7161.666667,7021.666667,7246.666667,10945,11188.33333,10485,11456.66667
07/03/2008,7145.833333,7693.333333,7868.333333,6886.666667,7115,8166.666667,7202.5,7068.333333,7293.333333,11016.66667,11258.33333,10523.33333,11531.66667
08/03/2008,7192.5,7750,7911.666667,6933.333333,7170,8223.333333,7243.333333,7115,7340,11088.33333,11328.33333,10561.66667,11606.66667
09/03/2008,7231.666667,7791.666667,7948.333333,6975,7221.666667,8263.333333,7275,7156.666667,7373.333333,11143.33333,11380,10596.66667,11665
10/03/2008,7270.833333,7833.333333,7985,7016.666667,7273.333333,8303.333333,7306.666667,7198.333333,7406.666667,11198.33333,11431.66667,10631.66667,11723.33333
11/03/2008,7310,7875,8021.666667,7058.333333,7325,8343.333333,7338.333333,7240,7440,11253.33333,11483.33333,10666.66667,11781.66667
12/03/2008,7349.166667,7916.666667,8058.333333,7100,7376.666667,8383.333333,7370,7281.666667,7473.333333,11308.33333,11535,10701.66667,11840
13/03/2008,7388.333333,7958.333333,8095,7141.666667,7428.333333,8423.333333,7401.666667,7323.333333,7506.666667,11363.33333,11586.66667,10736.66667,11898.33333
14/03/2008,7430.833333,8010,8140,7200,7493.333333,8480,7436.666667,7368.333333,7545,11430,11646.66667,10793.33333,11973.33333
15/03/2008,7473.333333,8061.666667,8185,7258.333333,7558.333333,8536.666667,7471.666667,7413.333333,7583.333333,11496.66667,11706.66667,10850,12048.33333
16/03/2008,7506.666667,8098.333333,8221.666667,7313.333333,7616.666667,8583.333333,7503.333333,7450,7611.666667,11561.66667,11761.66667,10901.66667,12120
17/03/2008,7540,8135,8258.333333,7368.333333,7675,8630,7535,7486.666667,7640,11626.66667,11816.66667,10953.33333,12191.66667
18/03/2008,7573.333333,8171.666667,8295,7423.333333,7733.333333,8676.666667,7566.666667,7523.333333,7668.333333,11691.66667,11871.66667,11005,12263.33333
19/03/2008,7606.666667,8208.333333,8331.666667,7478.333333,7791.666667,8723.333333,7598.333333,7560,7696.666667,11756.66667,11926.66667,11056.66667,12335
20/03/2008,7640,8245,8368.333333,7533.333333,7850,8770,7630,7596.666667,7725,11821.66667,11981.66667,11108.33333,12406.66667
21/03/2008,7678.333333,8291.666667,8411.666667,7605,7915,8826.666667,7666.666667,7638.333333,7758.333333,11920,12070,11180,12503.33333
22/03/2008,7716.666667,8338.333333,8455,7676.666667,7980,8883.333333,7703.333333,7680,7791.666667,12018.33333,12158.33333,11251.66667,12600
23/03/2008,7746.666667,8381.666667,8493.333333,7733.333333,8030,8930,7731.666667,7711.666667,7820,12101.66667,12233.33333,11318.33333,12683.33333
24/03/2008,7776.666667,8425,8531.666667,7790,8080,8976.666667,7760,7743.333333,7848.333333,12185,12308.33333,11385,12766.66667
25/03/2008,7806.666667,8468.333333,8570,7846.666667,8130,9023.333333,7788.333333,7775,7876.666667,12268.33333,12383.33333,11451.66667,12850
26/03/2008,7836.666667,8511.666667,8608.333333,7903.333333,8180,9070,7816.666667,7806.666667,7905,12351.66667,12458.33333,11518.33333,12933.33333
27/03/2008,7866.666667,8555,8646.666667,7960,8230,9116.666667,7845,7838.333333,7933.333333,12435,12533.33333,11585,13016.66667
28/03/2008,7903.333333,8603.333333,8688.333333,8033.333333,8295,9165,7883.333333,7876.666667,7968.333333,12535,12650,11668.33333,13133.33333
29/03/2008,7940,8651.666667,8730,8106.666667,8360,9213.333333,7921.666667,7915,8003.333333,12635,12766.66667,11751.66667,13250
30/03/2008,7961.666667,8685,8758.333333,8170,8408.333333,9248.333333,7946.666667,7936.666667,8025,12701.66667,12850,11818.33333,13333.33333
31/03/2008,7983.333333,8718.333333,8786.666667,8233.333333,8456.666667,9283.333333,7971.666667,7958.333333,8046.666667,12768.33333,12933.33333,11885,13416.66667
01/04/2008,8005,8751.666667,8815,8296.666667,8505,9318.333333,7996.666667,7980,8068.333333,12835,13016.66667,11951.66667,13500
02/04/2008,8026.666667,8785,8843.333333,8360,8553.333333,9353.333333,8021.666667,8001.666667,8090,12901.66667,13100,12018.33333,13583.33333
03/04/2008,8048.333333,8818.333333,8871.666667,8423.333333,8601.666667,9388.333333,8046.666667,8023.333333,8111.666667,12968.33333,13183.33333,12085,13666.66667
04/04/2008,8075,8853.333333,8901.666667,8485,8650,9428.333333,8073.333333,8046.666667,8143.333333,13051.66667,13283.33333,12168.33333,13766.66667
05/04/2008,8101.666667,8888.333333,8931.666667,8546.666667,8698.333333,9468.333333,8100,8070,8175,13135,13383.33333,12251.66667,13866.66667
06/04/2008,8121.666667,8915,8951.666667,8595,8733.333333,9501.666667,8120,8086.666667,8201.666667,13213.33333,13483.33333,12326.66667,13958.33333
07/04/2008,8141.666667,8941.666667,8971.666667,8643.333333,8768.333333,9535,8140,8103.333333,8228.333333,13291.66667,13583.33333,12401.66667,14050
08/04/2008,8161.666667,8968.333333,8991.666667,8691.666667,8803.333333,9568.333333,8160,8120,8255,13370,13683.33333,12476.66667,14141.66667
09/04/2008,8181.666667,8995,9011.666667,8740,8838.333333,9601.666667,8180,8136.666667,8281.666667,13448.33333,13783.33333,12551.66667,14233.33333
10/04/2008,8201.666667,9021.666667,9031.666667,8788.333333,8873.333333,9635,8200,8153.333333,8308.333333,13526.66667,13883.33333,12626.66667,14325
11/04/2008,8222.5,9048.333333,9051.666667,8836.666667,8908.333333,9668.333333,8220,8171.666667,8335,13605,13983.33333,12715,14416.66667
12/04/2008,8243.333333,9075,9071.666667,8885,8943.333333,9701.666667,8240,8190,8361.666667,13683.33333,14083.33333,12803.33333,14508.33333
13/04/2008,8260.833333,9091.666667,9083.333333,8916.666667,8965,9718.333333,8256.666667,8205,8383.333333,13750,14175,12870,14583.33333
14/04/2008,8278.333333,9108.333333,9095,8948.333333,8986.666667,9735,8273.333333,8220,8405,13816.66667,14266.66667,12936.66667,14658.33333
15/04/2008,8295.833333,9125,9106.666667,8980,9008.333333,9751.666667,8290,8235,8426.666667,13883.33333,14358.33333,13003.33333,14733.33333
16/04/2008,8313.333333,9141.666667,9118.333333,9011.666667,9030,9768.333333,8306.666667,8250,8448.333333,13950,14450,13070,14808.33333
17/04/2008,8330.833333,9158.333333,9130,9043.333333,9051.666667,9785,8323.333333,8265,8470,14016.66667,14541.66667,13136.66667,14883.33333
18/04/2008,8348.333333,9173.333333,9141.666667,9074.166667,9072.5,9798.333333,8340,8280,8490,14091.66667,14633.33333,13203.33333,14958.33333
19/04/2008,8365.833333,9188.333333,9153.333333,9105,9093.333333,9811.666667,8356.666667,8295,8510,14166.66667,14725,13270,15033.33333
20/04/2008,8378.333333,9193.333333,9158.333333,9119.166667,9107.5,9815,8368.333333,8305,8525,14208.33333,14783.33333,13316.66667,15083.33333
21/04/2008,8390.833333,9198.333333,9163.333333,9133.333333,9121.666667,9818.333333,8380,8315,8540,14250,14841.66667,13363.33333,15133.33333
22/04/2008,8403.333333,9203.333333,9168.333333,9147.5,9135.833333,9821.666667,8391.666667,8325,8555,14291.66667,14900,13410,15183.33333
23/04/2008,8415.833333,9208.333333,9173.333333,9161.666667,9150,9825,8403.333333,8335,8570,14333.33333,14958.33333,13456.66667,15233.33333
24/04/2008,8428.333333,9213.333333,9178.333333,9175.833333,9164.166667,9828.333333,8415,8345,8585,14375,15016.66667,13503.33333,15283.33333
25/04/2008,8439.166667,9216.666667,9181.666667,9189.166667,9177.5,9830,8425,8353.333333,8598.333333,14416.66667,15075,13541.66667,15333.33333
26/04/2008,8450,9220,9185,9202.5,9190.833333,9831.666667,8435,8361.666667,8611.666667,14458.33333,15133.33333,13580,15383.33333
27/04/2008,8454.166667,9218.333333,9185,9199.166667,9189.166667,9831.666667,8435,8363.333333,8618.333333,14483.33333,15150,13601.66667,15400
28/04/2008,8458.333333,9216.666667,9185,9195.833333,9187.5,9831.666667,8435,8365,8625,14508.33333,15166.66667,13623.33333,15416.66667
29/04/2008,8462.5,9215,9185,9192.5,9185.833333,9831.666667,8435,8366.666667,8631.666667,14533.33333,15183.33333,13645,15433.33333
30/04/2008,8466.666667,9213.333333,9185,9189.166667,9184.166667,9831.666667,8435,8368.333333,8638.333333,14558.33333,15200,13666.66667,15450
01/05/2008,8470.833333,9211.666667,9185,9185.833333,9182.5,9831.666667,8435,8370,8645,14583.33333,15216.66667,13688.33333,15466.66667
02/05/2008,8475,9210,9185,9182.5,9180.833333,9831.666667,8435,8371.666667,8651.666667,14608.33333,15233.33333,13710,15483.33333
03/05/2008,8479.166667,9208.333333,9185,9179.166667,9179.166667,9831.666667,8435,8373.333333,8658.333333,14633.33333,15250,13731.66667,15500
04/05/2008,8478.333333,9205,9183.333333,9177.5,9177.5,9826.666667,8433.333333,8373.333333,8655,14641.66667,15250,13736.66667,15500
05/05/2008,8477.5,9201.666667,9181.666667,9175.833333,9175.833333,9821.666667,8431.666667,8373.333333,8651.666667,14650,15250,13741.66667,15500
06/05/2008,8471.666667,9195,9175,9171.666667,9169.166667,9811.666667,8426.666667,8368.333333,8643.333333,14653.33333,15241.66667,13746.66667,15491.66667
07/05/2008,8465.833333,9188.333333,9168.333333,9167.5,9162.5,9801.666667,8421.666667,8363.333333,8635,14656.66667,15233.33333,13751.66667,15483.33333
08/05/2008,8460,9181.666667,9161.666667,9163.333333,9155.833333,9791.666667,8416.666667,8358.333333,8626.666667,14660,15225,13756.66667,15475
09/05/2008,8454.166667,9175,9155,9159.166667,9149.166667,9781.666667,8411.666667,8353.333333,8618.333333,14663.33333,15216.66667,13761.66667,15466.66667
10/05/2008,8448.333333,9168.333333,9148.333333,9155,9142.5,9771.666667,8406.666667,8348.333333,8610,14666.66667,15208.33333,13766.66667,15458.33333
11/05/2008,8441.666667,9161.666667,9141.666667,9150.833333,9135.833333,9761.666667,8401.666667,8341.666667,8601.666667,14670,15200,13758.33333,15450
12/05/2008,8428.333333,9148.333333,9128.333333,9142.5,9125.833333,9746.666667,8390,8330,8585,14665,15183.33333,13750,15433.33333
13/05/2008,8415,9135,9115,9134.166667,9115.833333,9731.666667,8378.333333,8318.333333,8568.333333,14660,15166.66667,13741.66667,15416.66667
14/05/2008,8401.666667,9121.666667,9101.666667,9125.833333,9105.833333,9716.666667,8366.666667,8306.666667,8551.666667,14655,15150,13733.33333,15400
15/05/2008,8388.333333,9108.333333,9088.333333,9117.5,9095.833333,9701.666667,8355,8295,8535,14650,15133.33333,13725,15383.33333
16/05/2008,8374.166667,9093.333333,9071.666667,9105.833333,9084.166667,9685,8343.333333,8283.333333,8516.666667,14636.66667,15108.33333,13711.66667,15358.33333
17/05/2008,8360,9078.333333,9055,9094.166667,9072.5,9668.333333,8331.666667,8271.666667,8498.333333,14623.33333,15083.33333,13698.33333,15333.33333
18/05/2008,8345.833333,9065,9038.333333,9083.333333,9061.666667,9655,8320,8260,8481.666667,14601.66667,15058.33333,13685,15308.33333
19/05/2008,8331.666667,9051.666667,9021.666667,9072.5,9050.833333,9641.666667,8308.333333,8248.333333,8465,14580,15033.33333,13671.66667,15283.33333
20/05/2008,8317.5,9038.333333,9005,9061.666667,9040,9628.333333,8296.666667,8236.666667,8448.333333,14558.33333,15008.33333,13658.33333,15258.33333
21/05/2008,8303.333333,9025,8988.333333,9050.833333,9029.166667,9615,8285,8225,8431.666667,14536.66667,14983.33333,13645,15233.33333
22/05/2008,8289.166667,9011.666667,8971.666667,9040,9018.333333,9601.666667,8273.333333,8213.333333,8415,14515,14958.33333,13631.66667,15208.33333
23/05/2008,8270.833333,8993.333333,8946.666667,9022.5,9000.833333,9583.333333,8260,8195.833333,8396.666667,14490,14925,13596.66667,15175
24/05/2008,8252.5,8975,8921.666667,9005,8983.333333,9565,8246.666667,8178.333333,8378.333333,14465,14891.66667,13561.66667,15141.66667
25/05/2008,8235.833333,8958.333333,8898.333333,8988.333333,8966.666667,9548.333333,8235,8162.5,8361.666667,14440,14858.33333,13535,15108.33333
26/05/2008,8219.166667,8941.666667,8875,8971.666667,8950,9531.666667,8223.333333,8146.666667,8345,14415,14825,13508.33333,15075
27/05/2008,8202.5,8925,8851.666667,8955,8933.333333,9515,8211.666667,8130.833333,8328.333333,14390,14791.66667,13481.66667,15041.66667
28/05/2008,8185.833333,8908.333333,8828.333333,8938.333333,8916.666667,9498.333333,8200,8115,8311.666667,14365,14758.33333,13455,15008.33333
29/05/2008,8169.166667,8891.666667,8805,8921.666667,8900,9481.666667,8188.333333,8099.166667,8295,14340,14725,13428.33333,14975
30/05/2008,8143.333333,8868.333333,8776.666667,8903.333333,8880,9455,8159.166667,8075.833333,8266.666667,14298.33333,14675,13401.66667,14933.33333
31/05/2008,8117.5,8845,8748.333333,8885,8860,9428.333333,8130,8052.5,8238.333333,14256.66667,14625,13375,14891.66667
01/06/2008,8091.666667,8821.666667,8720,8866.666667,8840,9401.666667,8100.833333,8029.166667,8210,14215,14575,13348.33333,14850
02/06/2008,8065.833333,8798.333333,8691.666667,8848.333333,8820,9375,8071.666667,8005.833333,8181.666667,14173.33333,14525,13321.66667,14808.33333
03/06/2008,8040,8775,8663.333333,8830,8800,9348.333333,8042.5,7982.5,8153.333333,14131.66667,14475,13295,14766.66667
04/06/2008,8014.166667,8751.666667,8635,8811.666667,8780,9321.666667,8013.333333,7959.166667,8125,14090,14425,13268.33333,14725
05/06/2008,7993.333333,8731.666667,8611.666667,8795.833333,8765,9300,7987.5,7940.833333,8101.666667,14053.33333,14383.33333,13241.66667,14691.66667
06/06/2008,7964.166667,8695,8570,8773.333333,8745,9270,7949.166667,7912.5,8071.666667,14000,14325,13211.66667,14658.33333
07/06/2008,7935,8658.333333,8528.333333,8750.833333,8725,9240,7910.833333,7884.166667,8041.666667,13946.66667,14266.66667,13181.66667,14625
08/06/2008,7905.833333,8621.666667,8486.666667,8728.333333,8705,9210,7872.5,7855.833333,8011.666667,13893.33333,14208.33333,13151.66667,14591.66667
09/06/2008,7876.666667,8585,8445,8705.833333,8685,9180,7834.166667,7827.5,7981.666667,13840,14150,13121.66667,14558.33333
10/06/2008,7847.5,8548.333333,8403.333333,8683.333333,8665,9150,7795.833333,7799.166667,7951.666667,13786.66667,14091.66667,13091.66667,14525
11/06/2008,7825,8518.333333,8368.333333,8665,8648.333333,9125,7764.166667,7775.833333,7930,13741.66667,14041.66667,13061.66667,14500
12/06/2008,7802.5,8488.333333,8333.333333,8646.666667,8631.666667,9100,7732.5,7752.5,7908.333333,13696.66667,13991.66667,13031.66667,14475
13/06/2008,7780,8458.333333,8298.333333,8628.333333,8615,9075,7700.833333,7729.166667,7886.666667,13651.66667,13941.66667,13001.66667,14450
14/06/2008,7757.5,8428.333333,8263.333333,8610,8598.333333,9050,7669.166667,7705.833333,7865,13606.66667,13891.66667,12971.66667,14425
15/06/2008,7735.833333,8400,8231.666667,8595,8583.333333,9026.666667,7637.5,7682.5,7845,13570,13850,12946.66667,14408.33333
16/06/2008,7698.333333,8365,8183.333333,8568.333333,8563.333333,8996.666667,7587.5,7644.166667,7808.333333,13528.33333,13800,12916.66667,14383.33333
17/06/2008,7660.833333,8330,8135,8541.666667,8543.333333,8966.666667,7537.5,7605.833333,7771.666667,13486.66667,13750,12886.66667,14358.33333
18/06/2008,7623.333333,8295,8086.666667,8515,8523.333333,8936.666667,7487.5,7567.5,7735,13445,13700,12856.66667,14333.33333
19/06/2008,7585.833333,8260,8038.333333,8488.333333,8503.333333,8906.666667,7437.5,7529.166667,7698.333333,13403.33333,13650,12826.66667,14308.33333
20/06/2008,7542.5,8216.666667,7990,8455,8475,8870,7387.5,7484.166667,7656.666667,13360,13598.33333,12793.33333,14283.33333
21/06/2008,7499.166667,8173.333333,7941.666667,8421.666667,8446.666667,8833.333333,7337.5,7439.166667,7615,13316.66667,13546.66667,12760,14258.33333
22/06/2008,7460,8135,7901.666667,8395,8425,8801.666667,7289.166667,7400,7575,13276.66667,13503.33333,12748.33333,14241.66667
23/06/2008,7420.833333,8096.666667,7861.666667,8368.333333,8403.333333,8770,7240.833333,7360.833333,7535,13236.66667,13460,12736.66667,14225
24/06/2008,7381.666667,8058.333333,7821.666667,8341.666667,8381.666667,8738.333333,7192.5,7321.666667,7495,13196.66667,13416.66667,12725,14208.33333
25/06/2008,7342.5,8020,7781.666667,8315,8360,8706.666667,7144.166667,7282.5,7455,13156.66667,13373.33333,12713.33333,14191.66667
26/06/2008,7303.333333,7981.666667,7741.666667,8288.333333,8338.333333,8675,7095.833333,7243.333333,7415,13116.66667,13330,12701.66667,14175
27/06/2008,7257.5,7936.666667,7695,8241.666667,8310,8633.333333,7035.833333,7200.833333,7363.333333,13073.33333,13283.33333,12690,14151.66667
28/06/2008,7211.666667,7891.666667,7648.333333,8195,8281.666667,8591.666667,6975.833333,7158.333333,7311.666667,13030,13236.66667,12678.33333,14128.33333
29/06/2008,7175,7853.333333,7606.666667,8150,8256.666667,8560,6933.333333,7123.333333,7271.666667,13003.33333,13206.66667,12666.66667,14113.33333
30/06/2008,7138.333333,7815,7565,8105,8231.666667,8528.333333,6890.833333,7088.333333,7231.666667,12976.66667,13176.66667,12655,14098.33333
01/07/2008,7101.666667,7776.666667,7523.333333,8060,8206.666667,8496.666667,6848.333333,7053.333333,7191.666667,12950,13146.66667,12643.33333,14083.33333
02/07/2008,7065,7738.333333,7481.666667,8015,8181.666667,8465,6805.833333,7018.333333,7151.666667,12923.33333,13116.66667,12631.66667,14068.33333
03/07/2008,7028.333333,7700,7440,7970,8156.666667,8433.333333,6763.333333,6983.333333,7111.666667,12896.66667,13086.66667,12620,14053.33333
04/07/2008,6983.333333,7653.333333,7371.666667,7921.666667,8113.333333,8390,6687.5,6940,7063.333333,12870,13053.33333,12608.33333,14026.66667
05/07/2008,6938.333333,7606.666667,7303.333333,7873.333333,8070,8346.666667,6611.666667,6896.666667,7015,12843.33333,13020,12596.66667,14000
06/07/2008,6901.666667,7576.666667,7253.333333,7831.666667,8031.666667,8311.666667,6548.333333,6863.333333,6973.333333,12833.33333,13003.33333,12588.33333,13973.33333
07/07/2008,6865,7546.666667,7203.333333,7790,7993.333333,8276.666667,6485,6830,6931.666667,12823.33333,12986.66667,12580,13946.66667
08/07/2008,6828.333333,7516.666667,7153.333333,7748.333333,7955,8241.666667,6421.666667,6796.666667,6890,12813.33333,12970,12571.66667,13920
09/07/2008,6791.666667,7486.666667,7103.333333,7706.666667,7916.666667,8206.666667,6358.333333,6763.333333,6848.333333,12803.33333,12953.33333,12563.33333,13893.33333
10/07/2008,6755,7456.666667,7053.333333,7665,7878.333333,8171.666667,6295,6730,6806.666667,12793.33333,12936.66667,12555,13866.66667
11/07/2008,6718.333333,7426.666667,7003.333333,7623.333333,7840,8136.666667,6231.666667,6696.666667,6765,12783.33333,12920,12546.66667,13840
12/07/2008,6681.666667,7396.666667,6953.333333,7581.666667,7801.666667,8101.666667,6168.333333,6663.333333,6723.333333,12773.33333,12903.33333,12538.33333,13813.33333
13/07/2008,6645,7366.666667,6903.333333,7540,7763.333333,8066.666667,6105,6630,6681.666667,12763.33333,12886.66667,12530,13786.66667
14/07/2008,6590.833333,7330.833333,6833.333333,7491.666667,7716.666667,8013.333333,6020,6570,6631.666667,12750,12865,12521.66667,13751.66667
15/07/2008,6536.666667,7295,6763.333333,7443.333333,7670,7960,5935,6510,6581.666667,12736.66667,12843.33333,12513.33333,13716.66667
16/07/2008,6498.333333,7265.833333,6710,7406.666667,7628.333333,7913.333333,5868.333333,6465,6548.333333,12728.33333,12830,12510,13690
17/07/2008,6460,7236.666667,6656.666667,7370,7586.666667,7866.666667,5801.666667,6420,6515,12720,12816.66667,12506.66667,13663.33333
18/07/2008,6402.5,7191.666667,6606.666667,7333.333333,7545,7813.333333,5751.666667,6363.333333,6455,12708.33333,12800,12503.33333,13635
19/07/2008,6345,7146.666667,6556.666667,7296.666667,7503.333333,7760,5701.666667,6306.666667,6395,12696.66667,12783.33333,12500,13606.66667
20/07/2008,6293.333333,7110,6506.666667,7266.666667,7470,7713.333333,5651.666667,6256.666667,6340,12686.66667,12768.33333,12500,13578.33333
21/07/2008,6241.666667,7073.333333,6456.666667,7236.666667,7436.666667,7666.666667,5601.666667,6206.666667,6285,12676.66667,12753.33333,12500,13550
22/07/2008,6190,7036.666667,6406.666667,7206.666667,7403.333333,7620,5551.666667,6156.666667,6230,12666.66667,12738.33333,12500,13521.66667
23/07/2008,6138.333333,7000,6356.666667,7176.666667,7370,7573.333333,5501.666667,6106.666667,6175,12656.66667,12723.33333,12500,13493.33333
24/07/2008,6086.666667,6963.333333,6306.666667,7146.666667,7336.666667,7526.666667,5451.666667,6056.666667,6120,12646.66667,12708.33333,12500,13465
25/07/2008,6024.166667,6915,6256.666667,7120,7303.333333,7473.333333,5399.166667,5996.666667,6053.333333,12628.33333,12685,12483.33333,13431.66667
26/07/2008,5961.666667,6866.666667,6206.666667,7093.333333,7270,7420,5346.666667,5936.666667,5986.666667,12610,12661.66667,12466.66667,13398.33333
27/07/2008,5905.833333,6825,6163.333333,7086.666667,7243.333333,7376.666667,5305.833333,5880,5931.666667,12595,12641.66667,12450,13371.66667
28/07/2008,5850,6783.333333,6120,7080,7216.666667,7333.333333,5265,5823.333333,5876.666667,12580,12621.66667,12433.33333,13345
29/07/2008,5794.166667,6741.666667,6076.666667,7073.333333,7190,7290,5224.166667,5766.666667,5821.666667,12565,12601.66667,12416.66667,13318.33333
30/07/2008,5738.333333,6700,6033.333333,7066.666667,7163.333333,7246.666667,5183.333333,5710,5766.666667,12550,12581.66667,12400,13291.66667
31/07/2008,5682.5,6658.333333,5990,7060,7136.666667,7203.333333,5142.5,5653.333333,5711.666667,12535,12561.66667,12383.33333,13265
01/08/2008,5603.333333,6603.333333,5945,7046.666667,7093.333333,7153.333333,5075.833333,5573.333333,5633.333333,12511.66667,12533.33333,12366.66667,13221.66667
02/08/2008,5524.166667,6548.333333,5900,7033.333333,7050,7103.333333,5009.166667,5493.333333,5555,12488.33333,12505,12350,13178.33333
03/08/2008,5453.333333,6501.666667,5881.666667,7023.333333,7025,7065,4975.833333,5421.666667,5485,12465,12480,12333.33333,13146.66667
04/08/2008,5382.5,6455,5863.333333,7013.333333,7000,7026.666667,4942.5,5350,5415,12441.66667,12455,12316.66667,13115
05/08/2008,5311.666667,6408.333333,5845,7003.333333,6975,6988.333333,4909.166667,5278.333333,5345,12418.33333,12430,12300,13083.33333
06/08/2008,5240.833333,6361.666667,5826.666667,6993.333333,6950,6950,4875.833333,5206.666667,5275,12395,12405,12283.33333,13051.66667
