Date,Wc1    WHEAT SRW SEP9/d,CLc1    LIGHT CRUDE SE/d,COMc2    RAPESEED EU FE/d,002TYc1^1    The record could not be found,ELHA.AT    ELVALHALCOR/d,FCc2    FCATTLE SEP9/d,GCc1    100 OZ GOLD AU/d,VIO.AT^L13    The record could not be found,SIc1    SILVER 5000 AU/d,SIc2    SILVER 5000 SE/d,SIc3    SILVER 5000 OC/d,SCCO.N    SOUTHERN COPR/d,FCX.N    FREEPORTMCMORA/d,PLc1    PLATINUM AUG9/d,PLc2    PLATINUM SEP9/d,PLc3    PLATINUM OCT9/d,PAc1    PALLADIUM AUG9/d,KCc1    ICE COFFEE SEP/d,SBc1    ICE SUG11 OCT9/d,CCc1    ICE COCOA SEP9/d,LCCc1    LDN COCOA SEP9/d,LSUc1    SUGAR NO5 OCT9/d,OJc1    ICE FCOJ-A SEP/d,CTc1    ICE COT 2 OCT9/d,Sc1    SOYBEANS AUG9/d,BOc1    SOYBEAN OIL AU/d,SMc1    SOY MEAL AUG9/d,RSc1    ICE CANOLA NOV/d,COMc1    RAPESEED EU NO/d,DSMc1    DCE SOYMEAL AU/d,Cc1    CORN SEP9/d,Wc1    WHEAT SRW SEP9/d,BL2c1    M.WHEAT EUR SE/d,KWc1    WHEAT HRW SEP9/d,MWEc1    SPG WHT SEP9/d,LWBc1    WHEAT B NOV9/d,EMAc1    MAIZE EUR NOV9/d,RRc1    ROUGH RICE SEP/d,Oc1    OATS SEP9/d,LHc1     L HOGS AUG9/d,LCc1    LIVE CATTLE AU/d,FCc1    FCATTLE AUG9/d,LBc1    LUMBER RDM SEP/d
17/11/2008,533.75,54.95,318.25,117.453125,0.91,93.9,741.9,4.02,9.33,9.33,9.341,11.9718973,11.49362643,811.1,1113.7,820.6,217,110.55,11.74,2117,1440,322.9,79.75,39.37,999,36.3,322.8,382.3,267,3231,385.75,533.75,139.75,565.5,623,95,126.5,14.02,215.5,55.45,87.15,95.75,187.7
14/11/2008,554.25,57.04,319.5,116.921875,0.97,95.275,742.4,3.96,9.49,9.49,9.502,13.00088682,12.08966583,811.1,1113.7,845.1,215.95,110.95,11.65,2040,1365,316.1,82.95,41.03,964,34.91,310.3,382.3,261.25,3203,380.25,554.25,140.5,593.25,657.5,94,127.5,14.315,215.5,55.3,88.3,96.025,188
13/11/2008,538.25,58.24,321,116.40625,0.96,96.375,704.9,3.66,8.8,8.8,8.809,14.95992456,12.919154,811.1,1113.7,813,213.25,110.4,11.42,1927,1340,304.6,83.7,41.3,964,34.91,310.3,382.3,261.25,3203,377,538.25,140.5,578,646.25,91.75,127.75,14.215,226,55.575,90.05,96.7,186.2
12/11/2008,533,56.16,324.5,116.65625,0.96,96.225,717.7,3.5,9.48,9.48,9.494,12.6644864,11.07143186,811.1,1113.7,825.1,215.3,111.75,11.61,1912,1316,310.6,83.1,39.45,936,34.28,302.7,376.8,260,3201,369.5,533,139.75,575.5,652.5,91,129,14.19,230,56.2,90.55,97.175,186.7
11/11/2008,523.25,59.33,325.5,116,0.98,97.2,732,3.64,9.805,9.805,9.822,13.93093504,12.30821361,811.1,1113.7,826.6,218.55,112.3,11.8,1940,1300,325,83,39.14,912,33.73,290.7,372.7,258.25,3201,374.25,523.25,139.75,571,644.5,90.5,130,14.76,236,55.45,90.525,96.85,195.5
10/11/2008,520,62.41,330.5,115.53125,1.04,98.875,745.6,3.9,10.22,10.22,10.238,14.6433124,13.63936827,811.1,1113.7,859.9,221.3,112.8,12,1939,1290,334.2,84.8,41.24,910,33.94,285.5,373.5,258.5,3201,383.5,520,138,563,640,90.75,131,15.105,236,54.975,91.6,98.2,192.3
07/11/2008,521,61.04,332,115.0625,1.01,99.225,733.2,3.74,9.963,9.963,9.976,14.25744133,13.44565547,811.1,1113.7,852,223.3,112.1,12.01,1936,1264,333.4,83.65,42.07,885,33.53,275.5,371.2,254.75,3201,375.5,521,140,568,640.75,91,131,15.17,234.5,55,92.65,99,192.8
06/11/2008,522.5,60.77,332.5,115.453125,0.98,98.975,731.2,3.62,10.055,10.055,10.064,13.61432288,13.35128256,811.1,1113.7,838.3,221.9,111,11.87,1913,1260,327,82.7,42.98,885,33.73,272,374.3,255.75,3201,378,522.5,141,563,634,91.2,133.75,15.24,238,55.4,92.8,98.95,188.6
05/11/2008,537.25,65.3,334.5,115.453125,1.11,100.775,741.3,3.94,10.455,10.455,10.463,15.05886586,14.93078697,811.1,1113.7,880,218.3,116.4,12.64,1973,1265,345.4,83.2,44.31,885,33.73,272,374.3,255.75,3201,390.25,537.25,146,576.75,644,90.25,127,15.59,238,54.825,93.3,98.875,192.2
04/11/2008,572.5,70.53,337.5,115.125,1.08,100.3,756,3.84,10.13,10.13,10.137,16.59245601,16.36128153,811.1,1113.7,857.7,209,116.7,12.71,1999,1297,351,80.45,46.32,918,34.25,284.7,382.2,260,3201,413,572.5,148,609,668,91,130,15.7,245,54.475,94.275,100.65,183.6
03/11/2008,562,63.91,325.25,113.796875,1.04,99.175,725.4,3.7,9.75,9.75,9.756,14.77193609,14.32481358,811.1,1113.7,827.1,201.6,112.35,12.18,1969,1290,335,77.4,44.68,927,33.97,288.7,379.6,259,3201,403,562,145,597.75,665.25,89.35,128,15.145,236,54.425,93.85,100.5,177.8
31/10/2008,536.25,67.81,317,113.078125,0.98,98.05,716.8,3.68,9.73,9.73,9.733,14.40585328,14.45395545,811.1,1113.7,831.6,198.55,113,12.02,2053,1322,334.2,76.2,44.29,917,33.47,288,379.7,256,3202,401.5,536.25,144,573,647.5,89,129,15.045,231.5,54.4,93.325,99.7,177.2
30/10/2008,538,65.96,319.5,113.578125,0.86,97.85,737.2,3.38,9.785,9.785,9.786,14.26733546,14.91091899,811.1,1113.7,830.6,196,111,11.85,2084,1326,328,79.2,45.09,919.5,33.24,288.5,382.8,256,3203,409.5,538,144.75,573.5,647,89.5,131,15.29,239.5,54.8,93.75,98.625,180
29/10/2008,561.25,67.5,323,114.0625,0.83,96.5,752.8,3.42,9.805,9.805,9.805,13.20866355,14.04169487,811.1,1113.7,1440.7,196.4,112.2,12.09,2137,1345,330,77.55,46.88,926,34.04,289.2,386.6,257.5,3203,420.75,561.25,145.5,598,661.5,90.25,130,15.38,239.5,56,93.5,96.075,178.8
28/10/2008,514,62.73,315.5,114.359375,0.73,95.425,739.3,3.12,8.79,8.79,8.79,11.62560275,13.28174463,803.3,1113.7,1440.7,182.6,107.7,11.14,1966,1299,310.5,79.15,46.67,926,34.04,289.2,386.6,257.5,3203,390.75,514,142.75,553.25,616.75,89.25,128.5,14.88,219.5,57.575,91.65,95.8,183.3
27/10/2008,529.5,63.22,315,115.125,0.73,95.55,741.7,3.12,9.195,9.195,9.195,9.73582392,11.79661313,791.7,1113.7,1440.7,174.25,107.75,10.96,1956,1302,305.9,80.05,47.1,919.5,34.09,284,386.4,256.5,3187,385.25,529.5,142.75,564.5,624.5,89,127,14.62,238,58.05,89.75,95.55,189.5
24/10/2008,516.25,64.15,315.5,115.125,0.72,93.825,729.1,2.99,9.295,9.295,9.295,10.20084803,12.34794957,793.8,1113.7,1440.7,172.8,108.65,10.76,1977,1298,298.7,80.65,46.23,920.5,34.16,284.5,381,255.75,3218,372.75,516.25,141.75,547,601.75,89.75,128.5,14.415,250,58.55,88.925,95.9,199.5
23/10/2008,523,67.84,323,115.84375,0.83,96.775,713.3,3.34,9.5,9.5,9.5,10.26021281,13.05326286,804.1,1113.7,1440.7,171.5,110.1,10.84,1990,1281,309.6,84.55,49.08,922,34.51,282.1,385.1,255.5,3246,390.25,523,144,553,605.5,89.5,131,14.705,255,58.5,87.85,96.15,199
22/10/2008,517.75,66.75,319,115.25,0.89,98.925,733.3,3.48,9.452,9.455,9.46,10.73513105,13.37115054,848.7,1113.7,1440.7,178.95,112.6,10.96,1996,1285,313.6,85.9,50.42,913.5,33.77,281.9,383.9,257.25,3246,385,517.75,144.75,549.5,599.75,90,133.25,14.625,265,57.925,89.75,97.775,195.3
21/10/2008,549,70.89,318.75,114.5,0.95,99.45,766.1,3.8,10.05,10.057,10.075,11.872956,16.26194163,883.2,1113.7,1440.7,181.95,114.25,11.24,2037,1264,319.7,85.5,50.6,941,34.68,290,390.2,263.25,3247,411,549,143.5,582,629.5,90,132.75,15.02,277,57.65,91.15,98.975,190.5
20/10/2008,563.5,74.25,321.75,113.015625,0.95,98.6,787.6,3.38,9.665,9.672,9.69,12.67438053,18.23880564,884,1113.7,1440.7,178.9,114.5,11.5,2085,1268,327,85.45,49.06,941,34.68,290,390.2,263.25,3247,418.5,563.5,142.25,595.75,642.75,90.5,133.5,15.115,288,57.775,91.825,99.275,195
17/10/2008,566.25,71.85,312.75,111.921875,0.97,98.65,785.1,3.68,9.31,9.317,9.335,11.63549688,16.35631454,872.5,1113.7,1440.7,173.35,115.6,11.58,2122,1270,324.5,83.55,52.57,953,34.55,299,396.4,259.75,3223,403,566.25,141,597.5,640.25,90.4,132,15.225,282,56.25,90.825,98.65,195.3
16/10/2008,555.25,69.85,304.25,112.296875,0.99,96.725,801.5,4.16,9.607,9.615,9.635,11.94221491,16.58479631,882.8,1113.7,1440.7,171.95,112.95,11.16,2124,1272,319.8,80.15,49.57,950.5,34.38,297.8,398.2,258.5,3227,384.5,555.25,138,588,632.25,89,127.5,15.415,280.5,56.3,91.05,98.4,185.3
15/10/2008,555.75,74.54,313.5,111.96875,1.03,95.825,835.5,4.44,10.142,10.153,10.18,11.3782495,16.47552242,966.7,1113.7,1440.7,194.6,113.25,11.18,2201,1309,326.6,79.2,47.54,960,34.43,301.1,402.1,259,3165,388,555.75,142.25,590,638.5,90,127.5,15.35,284,55.975,89.45,96.8,188.2
14/10/2008,573,78.63,323.5,112.140625,1.12,97.05,836.3,4.42,11.018,11.031,11.06,14.25744133,20.33487753,1035.1,1113.7,1440.7,224.55,118.95,11.71,2307,1370,337.1,81.05,50.17,925,33.15,310,394.1,254.5,3460,411.25,573,147,613,653.75,93,130,15.805,292,58.075,89.225,96.4,185.9
13/10/2008,588.5,81.19,323.25,113.546875,1.08,96.175,838.9,4.16,10.737,10.759,10.79,14.51468871,22.53525632,989.1,1113.7,1440.7,224.55,117.65,11.7,2277,1367,335,78.1,50.22,984.5,33.36,338,394.2,260,3459,411.5,588.5,145.5,627.25,663,94.25,129,16.255,293,60.5,91.525,97.2,189.7
10/10/2008,563.5,77.7,313.5,113.546875,0.97,95.05,855.4,4.06,10.545,10.569,10.6,11.23973168,18.05502683,996.7,1113.7,1440.7,224.55,115.35,11.23,2244,1362,326.3,76.05,49.44,984.5,33.36,338,394.2,260,3459,408.25,563.5,142.75,605,639.25,89.5,126,16.375,278.5,61.1,91,96.95,186.5
09/10/2008,604.75,86.59,332,113.53125,1.06,98.05,883.1,4.5,11.82,11.847,11.875,11.5761321,19.0782278,1035.2,1113.7,1440.7,224.55,114.65,11.9,2330,1395,342,81.75,50.34,973.5,33.7,349,398.6,262.5,3459,438.25,604.75,150,638,676.75,93.5,131,16.865,297.5,59.875,89.125,95.45,196.5
08/10/2008,608,88.95,323.75,114.9375,1.05,98.325,903.1,4.66,11.717,11.744,11.772,12.67438053,21.1593987,1003.6,1113.7,1440.7,224.55,114.55,11.89,2342,1396,335,83.1,51.58,961.5,33.73,348.8,396,263.75,3459,427.5,608,149.5,638,674.25,92.75,129.75,17.3,293,66.975,92.125,98.45,196.4
07/10/2008,603.25,90.06,330.25,117.140625,1.14,98.65,878.4,4.8,11.325,11.352,11.38,12.5655451,19.21730366,1012.2,1113.7,1440.7,224.55,114.2,12.03,2422,1420,347.5,83.4,51.56,969,34.23,343.5,400,263.25,3459,417,603.25,154.75,634,666,93.85,131,17.7,293.75,67.875,92.45,98.9,199.2
06/10/2008,595.25,87.81,325.5,117.96875,1.07,97.8,862.7,4.82,11.23,11.257,11.285,14.67299479,21.71073515,973.2,1113.7,1440.7,224.55,114.5,11.79,2400,1421,346,81.65,52.41,961,33.65,332.2,399,263.25,3459,424,595.25,155,628.25,664.75,95,129,17.64,294,66.9,93.4,99.2,203.5
03/10/2008,640.25,93.88,342,116,1.19,100.8,828.9,5,11.27,11.297,11.325,15.4348428,22.28193957,957,1113.7,1440.7,224.55,122.05,12.61,2469,1436,365.8,82.1,55.61,961,33.65,332.2,399,266.5,3459,454,640.25,160,670.5,702.75,99,134.5,18.345,314,66.475,92.6,97.675,203.8
02/10/2008,636,93.97,347,115.5,1.19,100.6,839,4.94,11.065,11.092,11.12,15.46452519,22.6494972,979.6,1113.7,1440.7,224.55,125.45,13.08,2451,1440,375.3,81.4,56.69,961,33.65,332.2,399,266.5,3459,454,636,160.5,668.75,704,99,136.25,17.845,310,66.425,95.6,100.675,211.5
01/10/2008,669.75,98.53,350.5,115.09375,1.24,103.6,880.7,4.96,12.72,12.744,12.77,18.17551681,26.30520552,1029.7,1113.7,1440.7,224.55,129.1,13.93,2511,1460,386.9,86.8,56.59,982,34.08,322.4,408.3,267.75,3459,484,669.75,162.75,704,738.5,100.5,140,18.335,321.5,65.95,95.7,100.575,211.3
30/09/2008,680,100.64,347.25,114.625,1.25,103.725,874.2,5,12.231,12.252,12.275,18.87800004,28.23736658,1015.1,1113.7,1440.7,224.55,130.45,12.36,2558,1480,379.6,89.2,55.5,"1,009.25",34.12,348.5,408.6,268.5,3459,487.5,680,161.25,712,746.75,99.5,139,18.895,316,67.725,98.575,103.55,210.7
29/09/2008,668,96.37,351,116.578125,1.22,102.575,888.2,5.16,12.981,13.002,13.025,18.52181136,26.43434739,1075.4,1113.7,1440.7,224.55,130.25,12.59,2557,1468,387.5,86.9,55.06,"1,014.00",34.53,351.7,414.2,268.75,3462,513,668,159.75,705,746.75,99.5,138.5,19.395,318,68.575,98.9,104,218.7
26/09/2008,716,106.89,363,114.8125,1.27,105.575,882.9,5.3,13.458,13.459,13.48,21.53952101,31.69936209,1750.3,1113.7,1440.7,224.55,134.15,13.1,2743,1531,402.5,90.5,58.06,"1,100.00",34.99,382.5,424.6,271.75,3424,543,716,165.75,745.75,789.75,103,145.25,19.885,331.25,68.55,98.05,102.8,216
25/09/2008,736.25,108.02,365.75,114.34375,1.34,106.85,877.7,5.42,13.222,13.224,13.248,22.52893401,33.9742458,1750.3,1184.2,1440.7,241.7,137.6,13.05,2740,1530,399.3,91.3,59.21,"1,135.75",36.07,387,429.6,277,3409,558.25,736.25,168.75,765.25,805.75,105.75,151,20.18,335,69.625,100.95,105.8,211.8
24/09/2008,730.25,105.73,366.25,115.234375,1.33,107.6,889,5.54,13.384,13.387,13.412,22.23211011,33.03051675,1750.3,1225,1440.7,252.15,135.65,12.14,2757,1529,393.5,92.6,58.82,"1,135.75",36.07,387,429.6,277,3409,563,730.25,171.5,759,796.5,106.55,154,19.79,334,69.275,100.95,107.875,213.5
23/09/2008,750.5,106.61,363,114.859375,1.3,106.6,885.5,5.52,13.12,13.126,13.148,22.33105141,34.52558225,1750.3,1212,1440.7,246.85,134.9,11.83,2702,1502,389,92.75,59.34,"1,114.25",36.21,379,432.7,278,3406,560.25,750.5,171.5,781.5,811.25,106.25,155.5,20.04,343,68.95,102.175,107.7,213.5
22/09/2008,737.75,120.92,369.25,115.140625,1.31,107.05,903.9,5.58,13.4,13.406,13.428,24.1416772,35.92627484,1750.3,1235.8,1440.7,255.75,136.6,12.06,2726,1513,395.2,92.95,61.57,"1,090.50",36.46,363,432.6,278.5,3402,558.5,737.75,172,774,798.5,107,155.75,19.71,341,68.45,102.2,107.6,219
19/09/2008,718,104.55,356.5,116.828125,1.33,105.85,860.6,5.44,12.425,12.431,12.453,25.75442039,36.51734724,1750.3,1147,1440.7,236.95,133.1,11.65,2690,1512,376.3,89.9,59.8,"1,091.00",36.54,358,426.2,279.25,3366,542.25,718,170,756.5,785,106.5,152.75,19.21,331.75,68.65,102.45,108.15,226.8
18/09/2008,692.75,97.88,350.75,119.9375,1.23,104.175,892.7,5.2,12.648,12.655,12.677,21.80666252,33.26893251,1750.3,1137.6,1440.7,237.95,126.45,11.67,2656,1512,382,90.3,58.75,"1,080.00",37.11,346.2,427.6,280,3381,527.25,692.75,168,734.25,764,105.75,153.5,18.8,325,68.2,101.55,108.25,242.6
17/09/2008,725.75,97.16,351,119.984375,1.27,106.3,846.6,5.12,11.62,11.629,11.652,20.17413107,32.4891143,1750.3,1086.3,1440.7,225.6,129.45,12.22,2547,1470,379.4,92.25,59.36,"1,023.00",36.33,333,423.7,276.75,3290,554,725.75,169.75,761.5,789.25,107.75,155.75,18.67,333,67.825,100.5,107.3,246.5
16/09/2008,690,91.15,350,118.984375,1.25,107.675,776.5,4.94,10.462,10.471,10.494,21.49994449,32.90634188,1750.3,1068.5,1440.7,224,129.85,12,2570,1496,375,91.85,58.32,"1,023.00",36.33,333,423.7,276.75,3290,532.25,690,169.75,734.5,754.75,108,155.5,18.535,326.25,68.275,102.6,108,248.1
15/09/2008,727,95.71,362.75,119.171875,1.31,108.825,783.1,5.1,11.075,11.085,11.11,20.82714365,32.70269508,1750.3,1176.2,1440.7,236,135.25,12.14,2597,1436,367.2,95.8,59.97,999.25,35.8,326.9,422.1,275.25,3274,562,727,172,763.5,789.25,109.5,158.5,19.035,339.75,67.475,102.75,108.9,248.9
12/09/2008,703.75,101.18,371,116.96875,1.38,108.925,760.3,5.3,10.735,10.745,10.77,22.39041619,36.69615906,1750.3,1210.5,1440.7,238.8,135.1,12.36,2550,1460,371.5,95.6,62.17,997,36.11,316.3,422.4,273,3288,547.5,703.75,173.25,741.5,771.5,110,160.5,19.2,317,67.35,103.75,109.7,251.6
11/09/2008,707.25,100.87,367.5,117.640625,1.45,108.575,741.3,5.36,10.49,10.502,10.529,20.44127258,33.90470787,1750.3,1152.2,1440.7,233.3,134.35,11.94,2550,1485,365.5,96.05,61.54,995.5,35.94,313.7,421.1,272,3283,522.25,707.25,173,746.25,795,110,157.5,19.39,317,66.1,102.15,109.9,251.2
10/09/2008,706.75,102.58,369,117.484375,1.46,108.9,757.9,5.52,10.817,10.832,10.861,19.89709543,34.36167141,1750.3,1192,1440.7,227.05,136.7,12.14,2588,1524,369.7,94.2,61.68,988,35.87,309.5,421.7,270.5,3271,522.5,706.75,170.25,746,780,110.45,155.25,18.95,324.5,68.625,102.05,109.65,252.5
09/09/2008,711.5,103.26,366.75,117.859375,1.48,110.425,787.1,5.52,11.64,11.657,11.686,19.62995392,32.36493942,1750.3,1262.1,1440.7,241,136,12.1,2562,1510,366.3,92.35,61.66,"1,100.00",37.18,380,431.2,278,3111,529.5,711.5,168.75,754,790,111.75,153.25,18.81,327,67.5,101.65,109.85,252.8
08/09/2008,722.75,106.34,375,117.40625,1.55,111.3,797.5,5.64,11.99,12.007,12.036,21.01513212,35.79216597,1750.3,1352.9,1440.7,263.5,139.7,12.37,2562,1512,372.4,98.5,63.3,"1,100.00",37.18,380,431.2,278,3111,533,722.75,171,762.75,803,114.25,157.5,19.45,329,66.9,102.65,110.85,253
05/09/2008,729.75,106.23,378.25,117.609375,1.53,110.675,797.6,5.54,12.245,12.264,12.295,22.07380403,36.71106005,1750.3,1367.8,1440.7,270.65,138.85,12.54,2653,1543,384,108.5,63.26,"1,187.25",37.54,390.9,440,281.75,3286,531.5,729.75,172.5,773,803,114,156,18.9,327,68.85,103.05,111.3,252
04/09/2008,755.25,107.89,382.5,117.921875,1.55,110.375,797.9,5.88,12.856,12.878,12.91,22.52893401,37.21769354,1750.3,1402.2,1440.7,287.55,143.5,12.65,2664,1545,389,104.1,65.98,"1,216.00",38.47,388,445.5,278.75,3286,549.25,755.25,177,800.25,834,116.75,161,18.76,328,69.425,102.95,111.125,252
03/09/2008,752.25,109.35,382.5,117.6875,1.56,110.275,802.7,5.88,12.86,12.884,12.916,23.87453569,39.91477182,1750.3,1392.2,1440.7,285.8,139.9,12.51,2671,1556,386.9,102.15,67.19,"1,216.50",38.02,383.2,446.7,276.75,3286,546.5,752.25,177.5,799,835,117.5,164,18.44,337,69.025,103.3,110.775,254.8
02/09/2008,744.25,109.71,382,117.390625,1.61,111.725,805,5.78,13.05,13.077,13.112,24.42860697,41.25089348,1750.3,1403.5,1440.7,290.25,140.55,12.71,2667,1546,397.5,102.2,67.91,"1,170.50",36.49,367.2,429.6,272.25,3286,553,744.25,178.25,792.75,824,117.25,167,18.15,344,68.65,103.15,110.55,257
01/09/2008,779.25,115.46,392.5,116.6875,1.6,110.95,829.3,5.76,13.607,13.636,13.671,25.25971389,44.36519934,1750.3,1489.8,1440.7,303.8,141.9,12.76,2864,1602,397,108.55,67.53,"1,184.50",36.78,374.5,428.7,272.25,3286,568.25,779.25,182,818.75,861,118.5,171,18.9,345.25,69.55,103.75,111.775,257.8
29/08/2008,779.25,115.46,399.5,116.6875,1.57,110.95,829.3,5.62,13.607,13.636,13.671,25.25971389,44.36519934,1750.3,1489.8,1440.7,303.8,141.9,12.76,2864,1637,398,108.55,67.53,"1,184.50",36.78,374.5,428.7,272.25,3286,568.25,779.25,186,818.75,861,120,176.25,18.9,345.25,68.425,101.775,111.15,255.9
28/08/2008,789,115.59,399.25,116.828125,1.55,111.1,830.9,5.52,13.604,13.634,13.499,25.95230299,45.01587569,1750.3,1484.2,1440.7,293.1,143.25,13.23,2840,1593,409,107.4,67.16,"1,170.50",36.83,367.5,429.1,271,3286,570,789,187.25,824.75,855.25,121,176.5,18.29,342,68.425,101.775,111.15,255.5
27/08/2008,802.75,118.15,404.5,116.984375,1.6,111.225,828.1,5.54,13.468,13.47,13.499,25.89293821,45.24435746,1750.3,2068.8,1440.7,383.35,143.8,13.59,2976,1647,414.5,110.75,68.45,"1,175.00",37.52,368.6,435.5,276.25,3286,577.5,802.75,188.75,840,876,122.1,177,18.34,350.5,68.525,101.075,112.4,264.5
26/08/2008,830.5,116.27,398.5,116.78125,1.65,112.15,822.2,5.46,13.572,13.575,13.606,25.2300315,43.97280674,1750.3,2068.8,1421.1,383.35,143.7,14.08,2874,1612,412.5,112.3,67.27,"1,165.00",37.45,366.8,435.3,277.75,3100,575.25,830.5,191.75,865.75,896,124,177.75,18.47,355,70.5,100.625,112.95,270.1
25/08/2008,840.25,115.11,404.5,116.8125,1.69,112.9,819.8,5.54,13.365,13.37,13.403,24.71553674,43.6151831,1750.3,2068.8,1435,383.35,139.1,13.99,2837,1557,405,108,66.91,"1,173.50",37.54,367.1,417,277.5,3100,580.25,840.25,193.5,877.75,914,125.5,181,18.25,364,73.5,101.7,113.025,268.2
22/08/2008,865.5,114.59,406,116.015625,1.7,112.95,827.4,5.66,13.47,13.477,13.512,25.10140781,45.0009747,1750.3,2068.8,1441.2,383.35,140.25,14.14,2790,1557,405,105.8,67.42,"1,134.00",35.06,361,417,259.75,3044,586.5,865.5,194.75,900,937.5,125.5,179.25,18,365,74,102,113.1,265.7
21/08/2008,897.25,121.18,409.75,116.3125,1.69,112.675,833,5.54,13.719,13.727,13.762,26.0215619,46.52087517,1750.3,2068.8,1458.8,383.35,139.85,14.14,2824,1564,402.3,104,67.53,"1,134.00",35.06,361,417,259.75,3044,597.75,897.25,198.5,928,968,126.85,181,18.05,376.5,73.75,101.85,112.85,265.1
20/08/2008,874.75,114.98,402,116.65625,1.7,113.25,810.3,5.72,13.029,13.04,13.075,24.29008915,45.24435746,1750.3,2068.8,1368.9,383.35,137.3,13.68,2658,1482,392.3,103.2,65.6,"1,128.25",34.93,355.8,413.2,252.5,3048,575.25,874.75,197,906,944.5,126,179,17.55,368,74.775,101.45,112.825,268.8
19/08/2008,845.25,114.53,400,116.265625,1.7,112.7,811.1,5.78,13.093,13.105,13.14,23.26109963,42.07044765,1750.3,2068.8,1351.3,383.35,136.2,13.67,2676,1482,394,101.4,64.95,"1,057.50",33.07,338.5,396.2,245.75,3107,564.75,845.25,198,880.5,919.5,125.35,180,17.155,369.5,75.1,100.7,113.075,267.3
18/08/2008,859.75,112.87,395.75,116.390625,1.72,113.575,799.7,5.8,13.087,13.1,13.136,23.11268768,41.39493633,1750.3,2068.8,1393.9,383.35,133.95,13.67,2609,1441,389.5,104.9,65.16,"1,054.50",33.82,331.9,403.2,254,3110,553,859.75,197,890,927.5,126,177,16.655,376,75.25,100.7,112.7,263
15/08/2008,824.25,113.77,388.75,116.09375,1.69,114.4,786,5.7,12.801,12.815,12.85,23.53813527,41.91647081,1750.3,2068.8,1388.2,383.35,132.85,13.12,2597,1440,373,102.9,65.07,"1,021.25",33.6,322.9,400,253.5,3121,529.75,824.25,194.5,863.25,912.25,125.5,175,16.16,373.5,75.8,101.925,113.65,257.5
14/08/2008,864.5,115.01,393.5,115.8125,1.69,115.45,808.2,5.7,14.214,14.23,14.272,23.745912,43.13338458,1750.3,2068.8,1489.1,383.35,135.15,13.39,2657,1479,385.9,104.25,67.09,"1,021.00",33.89,323.2,408.5,261.75,3121,557.75,864.5,196.75,898,954.5,127.5,180.75,16.12,381.5,75.55,101.675,113.9,256.9
13/08/2008,850.25,116,388.5,115.40625,1.72,115.175,825,5.7,14.824,14.845,14.887,24.23072437,43.95790575,1750.3,2068.8,1516.5,383.35,135.55,13.85,2691,1498,394.1,103.45,68.82,"1,021.00",33.89,323.2,408.5,261.75,3121,539,850.25,196.5,886.25,946,126,180,16.52,371.75,76.075,103.35,114.175,256
12/08/2008,790.25,113.01,380.25,115.71875,1.74,116.45,808.2,5.7,14.462,14.485,14.525,22.43988684,41.55884717,1750.3,2068.8,1478.8,383.35,137.45,13.61,2693,1473,388.5,100.75,67.28,"1,023.50",34.67,323,416.3,266,3121,509,790.25,188,827,891.25,122.25,173,16.02,357,76.225,103.175,114.05,257.3
11/08/2008,793.75,114.45,384.25,114.875,1.79,116.725,821.5,5.68,14.595,14.62,14.661,22.47946336,40.87836885,1750.3,2068.8,1535.5,383.35,135.85,13.37,2670,1461,383.5,98.15,66.72,"1,018.50",34.52,321,417.3,266.75,3109,497.25,793.75,189.5,825,881.75,123.25,174,16.25,356,75.85,102.775,115.15,261.3
08/08/2008,765.25,115.2,383.5,115.3125,1.77,116.55,857.8,5.72,15.303,15.33,15.374,23.38972332,42.47774124,1750.3,2068.8,1559.6,383.35,135.8,13.56,2688,1463,385.8,98.75,67.25,"1,014.50",34.77,322.3,421.6,266.75,3109,498.5,765.25,185.5,803.75,858,123.25,173,15.96,356,89.975,102.3,114.975,259
07/08/2008,822.25,120.02,391.5,115.59375,1.82,115.875,870.7,5.9,16.227,16.257,16.303,23.97347699,43.34199837,1750.3,2068.8,1582.6,383.35,140.45,13.79,2785,1495,397,99.9,69.33,"1,033.00",35.34,324.4,422.7,270.75,3030,522.25,822.25,185.25,846.75,903.5,126,176,16.12,360,88.975,101.475,114.625,254.8
06/08/2008,765.75,118.58,384.75,114.484375,1.86,117.2,875.6,6,16.472,16.505,16.551,24.86394869,43.54564517,1750.3,2068.8,1610,383.35,137.9,14.19,2756,1484,395.9,98.7,67.46,"1,009.50",34.82,317.5,425.6,274.75,3030,508,765.75,185,796,853.25,124,174,15.88,357,85.975,101.45,114.075,253
05/08/2008,780,119.17,388,114.703125,1.79,117.1,878.6,5.84,16.537,16.572,16.618,24.77490152,39.2392605,1750.3,2068.8,1584.5,383.35,140.2,13.93,2718,1470,387,97.95,66.97,"1,009.50",34.82,317.5,425.6,274.75,3030,525.25,780,186.25,806.5,853.25,125.25,169.75,16.2,359.75,84.4,102.35,115.5,247.1
04/08/2008,758.75,121.41,395.75,114.84375,1.71,117.825,900.1,5.56,17.103,17.14,17.19,23.69644135,39.90980483,1750.3,2068.8,1563,383.35,136.85,13.42,2783,1501,378.8,100.9,67.04,976,33.8,309,424.2,273.75,3033,535.5,758.75,187,796,842,126.25,175,16.05,359,82.775,100.225,115.35,246.7
